,Gunnlaugs saga Ormstungu-AM 557 4to,Breta sǫgur-AM 573 4to,Karls þáttr vesæla-AM 557 4to,Hróa þáttr heimska-AM 557 4to,Old Norwegian Homily Book-AM 619 4to,Prosper’s Epigrams-AM 677 4to,Pamphilus saga-DG 4-7,Kormáks saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (120vb.21–129rb.7),Bandamanna saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (114ra.41–120vb.21),Þiðriks saga af Bern (medieval text)-Holm perg 4 fol,Hallfreðr saga vandraskald-AM 557 4to,Sveinka þáttr Steinarssonar-AM 557 4to,Valdimars saga-AM 557 4to,Barlaams ok Josaphats saga-Holm perg 6 fol,Strengleikar-DG 4–7,Hrafns saga Sveinbjarnarsonar-AM 557 4to,Rögnvalldr ok Rauð-AM 557 4to,Hallfreðar saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (149va.32–156rb.10),Codex Frisianus-AM 45 fol.,Gregory’s Homilies on the Gospels-AM 677 4to,Bǿjarlǫg ok Farmannalǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov og farmannslov-Holm perg 34 4to,"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",Völuspá in Codex Regius-GKS 2365 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,Eiríks saga víðförla-AM 557 4to,Thómass saga erkibiskups-Holm perg 17 4to,Droplaugasona saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (141va.3–147vb.4),Finnboga saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (100ra.1–114ra.41),De xii abusivis saeculi-AM 677 4to,Fóstbræðra saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (198rb.8–201vb.41),De virtutibus et vitiis-AM 619 4to,Konungs skuggsjá-AM 243 bα fol,Trójumanna saga-AM 573 4to,Egils saga Skalla-Grímssonar in Wolfenbüttelbók-WolfAug 9 10 4to,Alexanders saga-AM 519 a 4to,A fragment of Konungs skuggsjá-AM 1056 IX 4to,Reynistaðarbók-AM 764 4to,Dámusta saga-AM 557 4to,Óláfs saga ins helga (legendary version)-DG 8 II,Gregory’s Dialogues-AM 677 4to,Eiríks saga rauða-AM 557 4to,Stúfs þáttr Kattarsonar-AM 557 4to,Víga-Glúms saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (129rb.8–141va.32),Ölkofra þáttur according to AM 132 fol (Möðruvallabók)-AM 132 fol (147vb.5–149va.31)
Hallfreðr saga vandraskald-AM 557 4to,0.34739178204268517,0.47238596941584043,0.40887648558949197,0.4546585429928519,0.7135510895184571,0.8114280258292885,0.4866674871957072,0.5158784027039764,0.47911656353548093,0.5659801420579784,0.0,0.7493742228306217,0.5818920743347322,0.5604548957873055,0.6857428225933319,0.6730703892012218,0.44368244435777293,0.1887459369986504,0.5455321374625908,0.6891989999424728,0.7466823391928242,0.8084400500920776,0.8233773426409021,0.6819021770105735,0.6969508956056194,0.7708464084348481,0.7047076301086835,0.401778429051979,0.8907520565324198,0.681243294883634,0.7001974395792749,0.6341746473641765,0.522154893836311,0.48165849441815656,0.47360110335274086,0.9251220075756565,0.6439244684286631,0.5003915553749709,0.6745796980281263,0.6014488533324743,0.4762406979580084,0.4538774147816138,0.5515597762303308,0.5216625426670607
Sveinka þáttr Steinarssonar-AM 557 4to,0.7952000098365561,0.7452838444572312,0.6978687323036632,0.8371797172700928,0.856186962598475,0.8977883643843696,0.8713440601359961,0.8253819458078153,0.8195825644142964,0.7792267424335604,0.7493742228306217,0.0,0.839510369298586,0.8180749808838416,0.9021339335193491,0.8393000668797027,0.7474818117911606,0.763782155148435,0.7125892901896236,0.8430064536126867,0.8724271474813415,0.9159398714624483,0.9525697538886496,0.809530680088147,0.8452448445055547,0.8744761361167792,0.9045742784006446,0.7893027116186271,0.9454900063355542,0.8688623829518269,0.8625349893566754,0.8566238891166482,0.8176303246903086,0.7597681690725824,0.7196243764124619,0.9423107153416814,0.8180729021677883,0.7549583180089843,0.7982660108404661,0.829185569090766,0.8181537519578134,0.7783736222199896,0.8592437478683649,0.8461007584102896
Valdimars saga-AM 557 4to,0.5824969073238568,0.5265816884648233,0.5667431497963881,0.5975838774168567,0.7741269362462511,0.8771777761064172,0.5984560499584399,0.6693310289235416,0.6816540766453746,0.6464132365371823,0.5818920743347322,0.839510369298586,3.552713678800501e-15,0.6089780754932023,0.6521946770446719,0.7633030830353448,0.6244663407169113,0.6114680200499909,0.6562319713750883,0.7843081548824609,0.8190504371366761,0.8551867492443501,0.8211663172614858,0.740695618851495,0.7845415181979944,0.82692061771791,0.7927305567497275,0.6170506611957305,0.9372967451018528,0.7869870214340787,0.7779775773360436,0.7439586966149447,0.5895317113778243,0.6543832842170825,0.6000022449321014,0.945805719138398,0.6162705964335791,0.5692280024995833,0.7659668827972989,0.7329192327520564,0.5572577893097423,0.6685948439587459,0.7362202465798955,0.7102493595368781
Barlaams ok Josaphats saga-Holm perg 6 fol,0.5742848545183454,0.5027440452006142,0.5738580848658297,0.5707274595687313,0.5372045083210328,0.6413541381682493,0.4872279172852009,0.737258217001534,0.6095754696751974,0.4513184094179452,0.5604548957873055,0.8180749808838416,0.6089780754932023,0.0,0.510594811645185,0.7390582815668013,0.6149132544301001,0.5887951910714712,0.6883831908957578,0.6336802384287901,0.8083007915348301,0.8631298936512579,0.8194441758924904,0.7156155196012806,0.7073989243713443,0.5435311386550683,0.8294303067859801,0.610523707034529,0.8581650156345935,0.7909966440067374,0.5093914549818948,0.32603450111655274,0.5620196758883083,0.6328642460290266,0.5358822895955959,0.9109982087585861,0.5809722519571481,0.6004130482676295,0.5487088420813514,0.607301186266877,0.6227378283194385,0.6552545233312953,0.7095745148863555,0.6537469965805167
Strengleikar-DG 4–7,0.6838531820439567,0.621546559003405,0.7510332130680586,0.6725698121805194,0.8262551359915241,0.8518786633686365,0.6091045883959629,0.6893095178906583,0.7389889226353131,0.3217088289334632,0.6857428225933319,0.9021339335193491,0.6521946770446719,0.510594811645185,1.2212453270876722e-15,0.8676654741198817,0.716668774704061,0.6671487747890137,0.7393089276888086,0.7737014841682188,0.8868404049200009,0.9400139590737929,0.6291021835753589,0.8102353151648207,0.8691114027387137,0.47922547799372395,0.8144562887039817,0.6509499705514041,0.9449154992483443,0.800304383727794,0.7968749388544154,0.3698888521953384,0.7034888354985956,0.7692461245042671,0.6368854146238786,0.9319325536353851,0.6846149985874985,0.6399568801711265,0.48888256288185417,0.7302721773318552,0.5716469161961218,0.7674621530165827,0.7725282734397372,0.7788823936457479
Hrafns saga Sveinbjarnarsonar-AM 557 4to,0.5291224116342799,0.6536937266753482,0.7249815625318357,0.7737434815895314,0.7840461469005451,0.8633310122916471,0.8430569537629744,0.6966415963755397,0.7517848801514169,0.8359941623641388,0.6730703892012218,0.8393000668797027,0.7633030830353448,0.7390582815668013,0.8676654741198817,0.0,0.7079978850974988,0.7084795159329274,0.703814506657243,0.8097392021792038,0.7917782760868697,0.8577050380401718,0.9214331545063451,0.7403075449728469,0.8337952977537979,0.8832137814204675,0.799937450173997,0.6425251717920206,0.9359126756696271,0.799116605018008,0.8182181947266761,0.8361658630518687,0.7031965221542376,0.7055617569709314,0.7236423098954581,0.9427351436539302,0.7250517431818345,0.7253549411525908,0.8399824491085931,0.7370080415729017,0.6438871232446618,0.8381552389674618,0.7644809462156089,0.7614375753888492
Rögnvalldr ok Rauð-AM 557 4to,0.5061179220790193,0.5221196166482377,0.5108726185653512,0.5722214970590658,0.7673314484709487,0.8538706777370728,0.6490023684580914,0.5948060577531352,0.6336681118019758,0.6335574460446585,0.44368244435777293,0.7474818117911606,0.6244663407169113,0.6149132544301001,0.716668774704061,0.7079978850974988,0.0,0.49698087751319386,0.5582715029635306,0.766863986297625,0.7791684298174277,0.8349089952135449,0.8672298986130844,0.7094908563569922,0.727365802813103,0.7895880109454262,0.7697845047917835,0.5241501768120889,0.9259002909087436,0.7615728451439001,0.7657386020429444,0.7185098385132145,0.5868730975995494,0.5637678403315638,0.5435850404723688,0.9419118207461927,0.6663150963586982,0.5436022039512807,0.6840064646119763,0.6886651173682055,0.5067601158148048,0.5618327376107941,0.6802899232720678,0.6852204934974175
Hallfreðar saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (149va.32–156rb.10),0.3756567885646265,0.513066469838062,0.4794083390475291,0.48790957508051414,0.762975396994054,0.8049666428231577,0.4727361512085694,0.39609904204207214,0.42033916248166014,0.5535322673238623,0.1887459369986504,0.763782155148435,0.6114680200499909,0.5887951910714712,0.6671487747890137,0.7084795159329274,0.49698087751319386,0.0,0.5797692936072372,0.6733467602855339,0.7742416059058501,0.8187282128713128,0.814165409698227,0.7162364837643491,0.7121960017252413,0.7803552662757558,0.6506478081187534,0.33537469079000193,0.8802000438577758,0.6306561153193097,0.7255191740104159,0.63443365636208,0.5532147302445798,0.47595348473585375,0.44157103226525196,0.9343218791270954,0.6830051104973824,0.5359958227011864,0.5731250739512446,0.5732796348883995,0.5090864737240288,0.4547238227051056,0.501709359750405,0.44978801135916024
Codex Frisianus-AM 45 fol.,0.6113265003651338,0.457118377199079,0.5949379254238318,0.7285319196509564,0.7956341190479801,0.8228773430278538,0.8368568131197992,0.6652751055002326,0.7396578718948872,0.5794080541256471,0.5455321374625908,0.7125892901896236,0.6562319713750883,0.6883831908957578,0.7393089276888086,0.703814506657243,0.5582715029635306,0.5797692936072372,1.3322676295501878e-14,0.7807597740539213,0.7157222390476305,0.8310638856659132,0.798054578105369,0.6009339515608969,0.7162583078750551,0.7462890166112086,0.7623738796248106,0.6129999120383927,0.9389797738592319,0.7704615870219236,0.8204441679709681,0.7274675407864385,0.5956114665279503,0.443380133710209,0.4750710967053271,0.9006921317922766,0.567774012979085,0.5340106714657952,0.5964669772337168,0.6943633540276088,0.5637354311343936,0.6592449523718615,0.7538000424545823,0.7659768215056275
Gregory’s Homilies on the Gospels-AM 677 4to,0.7319107120355681,0.6277969732598541,0.7046550946301087,0.7165305027182536,0.3809343243280241,0.4389289979237997,0.7069063557445872,0.6761602238946618,0.6915795291995614,0.7613700156284195,0.6891989999424728,0.8430064536126867,0.7843081548824609,0.6336802384287901,0.7737014841682188,0.8097392021792038,0.766863986297625,0.6733467602855339,0.7807597740539213,0.0,0.8303899914802613,0.869324914858308,0.7853729336894438,0.7712537686390005,0.7416317783839956,0.7887743608435687,0.8177801038652788,0.6447081893662969,0.6610840359308192,0.7704801865784061,0.37702697232670135,0.6901335771880606,0.7272111299025037,0.7605092058313584,0.4873952804982469,0.9281238694682027,0.6262892788170668,0.7219711456213606,0.7929845984677456,0.2854240539972407,0.6935278274511107,0.735588897668614,0.7287301558238164,0.7023823356943562
Bǿjarlǫg ok Farmannalǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov og farmannslov-Holm perg 34 4to,0.781680838825285,0.722217220275856,0.7701005821998151,0.8135826522271931,0.828197279029493,0.8338966244979361,0.8994528690222454,0.7904246832429226,0.8203117582322388,0.801273775323526,0.7466823391928242,0.8724271474813415,0.8190504371366761,0.8083007915348301,0.8868404049200009,0.7917782760868697,0.7791684298174277,0.7742416059058501,0.7157222390476305,0.8303899914802613,0.0,0.825851214150572,0.934728855051458,0.20418427301020436,0.8666982679482276,0.8583976857573014,0.8572281715322643,0.7655185621673892,0.9537583968910812,0.8481409288146244,0.8531953379571975,0.8021983211938171,0.7929065815607074,0.7287155155725682,0.7229308485577011,0.9041387199647865,0.789865078024176,0.7718591967035842,0.8122906577486865,0.793995859821236,0.743543414540002,0.8715146489922744,0.8322537603901232,0.8374175556751805
"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",0.8492235982476253,0.8001510942024479,0.8502951652527232,0.8980111185557973,0.8875342218666987,0.8652662531025331,0.8932768543118165,0.8279976554548213,0.8495942125115677,0.8640197975053512,0.8084400500920776,0.9159398714624483,0.8551867492443501,0.8631298936512579,0.9400139590737929,0.8577050380401718,0.8349089952135449,0.8187282128713128,0.8310638856659132,0.869324914858308,0.825851214150572,0.0,0.9132458613339158,0.8049093019188036,0.9328067646554664,0.9468325859869577,0.89033108687753,0.808184286357477,0.975220492453441,0.8905485082237756,0.8847021710870772,0.8971666137877257,0.7892698975156234,0.8255434498061128,0.8074790602450426,0.9675032212369643,0.8563572212199837,0.8810053433942235,0.9302112821158948,0.8102088787136582,0.8080220340469644,0.9294476835219304,0.8576931475289031,0.8571387200673966
Völuspá in Codex Regius-GKS 2365 4to,0.8344802630562614,0.8121314600025804,0.8783127089985151,0.8262977941696893,0.8804382374426559,0.8379049949700251,0.8136395483783683,0.8286925385996924,0.8575068519635156,0.6861671880838329,0.8233773426409021,0.9525697538886496,0.8211663172614858,0.8194441758924904,0.6291021835753589,0.9214331545063451,0.8672298986130844,0.814165409698227,0.798054578105369,0.7853729336894438,0.934728855051458,0.9132458613339158,6.661338147750939e-16,0.9021713411194157,0.9275692807231825,0.7689131882321362,0.8780779120587268,0.8176138831406927,0.9296847683935888,0.8797698902232696,0.8969668162390206,0.7065309435894469,0.8479606460814201,0.8832614497756341,0.8057451496536253,0.970060367452139,0.799459706847021,0.8364026964991006,0.7893648827106754,0.7873020307125062,0.7781017704847135,0.8708896056373397,0.8679059349385849,0.8875766006666157
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,0.7171779014705738,0.6298741939190613,0.7014875530692714,0.7341491729314644,0.7595479932638857,0.7751907505463821,0.84627173753085,0.7388102390802009,0.7717059376028788,0.7269185922914241,0.6819021770105735,0.809530680088147,0.740695618851495,0.7156155196012806,0.8102353151648207,0.7403075449728469,0.7094908563569922,0.7162364837643491,0.6009339515608969,0.7712537686390005,0.20418427301020436,0.8049093019188036,0.9021713411194157,4.551914400963142e-15,0.7979063204485484,0.8006852127234412,0.8268809964389119,0.7005799209803267,0.9327494705539396,0.810312626430012,0.7850153946409819,0.7347071613008516,0.7096546826902406,0.6671944677054575,0.6217921718051673,0.8874152194063024,0.6853191758037591,0.6922145968557367,0.7545724434754364,0.7407087688601734,0.6754679994053953,0.8028126056355477,0.7866556847240733,0.7852526083705055
Eiríks saga víðförla-AM 557 4to,0.708693870134033,0.7067770581404762,0.6960040008365094,0.7413953060250418,0.7206189284444051,0.8279296579683264,0.7811913118118486,0.8040678391079491,0.7910555622595015,0.7664692580557603,0.6969508956056194,0.8452448445055547,0.7845415181979944,0.7073989243713443,0.8691114027387137,0.8337952977537979,0.727365802813103,0.7121960017252413,0.7162583078750551,0.7416317783839956,0.8666982679482276,0.9328067646554664,0.9275692807231825,0.7979063204485484,4.773959005888173e-15,0.8474641393897513,0.8879209173753803,0.7766280091113444,0.901790717209497,0.857548743763333,0.7274842257257513,0.7898701680577117,0.7516713594967128,0.6853569321063817,0.6998012985970357,0.9596123910586906,0.7455581525319852,0.689492625809182,0.7914573513628933,0.7353865332163625,0.6420114099782253,0.6946856431727955,0.8343495532588429,0.7933287976177895
Thómass saga erkibiskups-Holm perg 17 4to,0.8067887640259642,0.729592802395556,0.7739134984269238,0.8104308555127979,0.7947282452297912,0.8037163759772055,0.8308726582468723,0.8636441125020775,0.8344471722564354,0.3963261205932903,0.7708464084348481,0.8744761361167792,0.82692061771791,0.5435311386550683,0.47922547799372395,0.8832137814204675,0.7895880109454262,0.7803552662757558,0.7462890166112086,0.7887743608435687,0.8583976857573014,0.9468325859869577,0.7689131882321362,0.8006852127234412,0.8474641393897513,0.0,0.9188727544166553,0.7929677881473827,0.9327275461634871,0.887698681189394,0.8120922385504132,0.34964349843633047,0.8037217941908843,0.7694125515672104,0.6625618013400242,0.9208581794659725,0.7575700099720833,0.7537452669612981,0.4878739053784643,0.7613523618330794,0.8220689426390974,0.7851491167937119,0.8625512849636658,0.8556211632764141
