,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 302 fol,Réttarbǿtr Eiríks Magnússonar (skipan) | Rettarbøter frå Eirik Magnusson (skipan)-AM 302 fol,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 305 fol,Alexanders saga-AM 519 a 4to,Vǫluspá-AM 544 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 56 4to,Breta sǫgur-AM 573 4to,Trójumanna saga-AM 573 4to,Kristinréttr Magnúss Hákonarsonar | Magnus Lagabøtes kristenrett-AM 60 4to,Um tíund | Om tienden-AM 60 4to,Kristinréttr hinn eldri Frostaþings | Frostatings eldre kristenrett-AM 60 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 60 4to,Bǿjarlǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov-AM 60 4to,Réttarbǿtr | Rettarbøter-AM 60 4to,De virtutibus et vitiis-AM 619 4to,Old Norwegian Homily Book-AM 619 4to,"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",1. De xii abusivis saeculi-AM 677 4to,2. Prosper’s Epigrams-AM 677 4to,3. Gregory’s Homilies on the Gospels-AM 677 4to,4. Gregory’s Dialogues-AM 677 4to,Kristinréttr hinn eldri Borgarþings | Borgartings eldre kristenrett-AM 78 4to,Kristinréttr Jóns erkibiskups | Erkebiskop Jons kristenrett-AM 78 4to,Kristinréttr Sverris konungs | Kong Sverres kristenrett-AM 78 4to,Bǿjarlǫg Magnúss Hákonarsonar  Farmannalǫg | Magnus Lagabøtes bylog  Farmannalov-AM 78 4to,Réttarbǿtr | Rettarbøtr-AM 78 4to,Pamphilus saga-DG 4-7,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-DG 8 I,Farmannalǫg (part 1) | Farmannslova (del 1)-DG 8 I,Eddic poems-GKS 2365 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 30 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to
Kristinréttr hinn eldri Frostaþings | Frostatings eldre kristenrett-AM 60 4to,0.3091972103312617,0.44939144768171335,0.37398798907438247,0.8547534574970118,0.9082169668396505,0.4123064580171304,0.47085553811122716,0.5573095077217405,0.4093722843204498,0.5447205299164892,0.0,0.05650784796992803,0.07280074313572626,0.23087192906939047,0.8604397412541046,0.862168825834446,0.5700980751334901,0.7619318464356154,0.7839834626682857,0.8758802428268498,0.9245319745392893,0.5004401403512567,0.3562325614918218,0.3192868569981413,0.40625201906792074,0.4657197452104147,0.8589074491828532,0.5070438089148464,0.5742400654623802,0.8237147408645712,0.5212526767745999,0.7156355738816618
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 60 4to,0.2709640407467667,0.38561189752349,0.3226050927579178,0.8497981222965101,0.895673002780503,0.3677262165647057,0.42195634022786443,0.5312135036505687,0.3330885179120411,0.49123230747687596,0.05650784796992803,0.0,0.026095898329001277,0.14028366947932924,0.8543943453361384,0.858353301096799,0.5280036539834077,0.7443578167135005,0.7842949889933326,0.8856410576901624,0.93087432525841,0.4541880997411831,0.32438737816159635,0.2985620112045144,0.37197344670346855,0.3855878308641647,0.8577763221976089,0.4900228487541911,0.5629227914049044,0.7900292983595882,0.48379303430991494,0.6841332593771565
Bǿjarlǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov-AM 60 4to,0.2902569309492339,0.3925102154406799,0.3403471054200945,0.8604850398202932,0.9155050926258954,0.3792593132272789,0.39543637127652853,0.4896250151622734,0.3738960309680429,0.5215581755456196,0.07280074313572626,0.026095898329001277,0.0,0.14210972929948118,0.8816171124447959,0.8792255282196509,0.4997129558415083,0.7495384749660207,0.7857376006006658,0.8997944929240892,0.9358520176198635,0.4718147655201902,0.33468135139000843,0.29409247411030637,0.36733390164155777,0.3868464387713699,0.8737836053680832,0.5360168953294531,0.5944369980206388,0.8183881561277382,0.5444350100876885,0.725846346303938
Réttarbǿtr | Rettarbøter-AM 60 4to,0.3193302221672326,0.30751199051376077,0.32541593808734404,0.8795129666679941,0.8928642667004095,0.3768698981096854,0.3515168555844901,0.4894302145748791,0.4098782209494757,0.47542753242220637,0.23087192906939047,0.14028366947932924,0.14210972929948118,2.1094237467877974e-15,0.9078660139569463,0.9044105736787292,0.44277801206735057,0.7569522343676016,0.8130048627270352,0.9410162864923843,0.9608064578165251,0.4640732789843931,0.3185584879500327,0.3126371148322252,0.38007008052890645,0.26925123982703636,0.8976263897433877,0.6181876707739766,0.6703816075852356,0.7914873545706175,0.5897170407028938,0.7100581431282617
De virtutibus et vitiis-AM 619 4to,0.6680266520720051,0.8133391027692523,0.7020259217561924,0.4089104813181236,0.8526301414291091,0.6524446510225007,0.8168830577909458,0.8662574278721943,0.6759742001541135,0.861474414852599,0.8604397412541046,0.8543943453361384,0.8816171124447959,0.9078660139569463,9.547918011776346e-15,0.1609468926268781,0.941096867124626,0.3626319583399258,0.3575378260590345,0.44098780247268565,0.7548925232611157,0.6847226390404596,0.6668425143053303,0.7494193034183789,0.702645119430646,0.8029236031073212,0.33488036307531144,0.5770351009269388,0.6589396222308009,0.7894064283795595,0.6865228659262608,0.5927873759805989
Old Norwegian Homily Book-AM 619 4to,0.7105926635529275,0.8273502130063493,0.737594705740517,0.21351113149449785,0.8643500642872354,0.7038102034301527,0.7912891828951703,0.8450881437588997,0.7174830871619093,0.8832292152814224,0.862168825834446,0.858353301096799,0.8792255282196509,0.9044105736787292,0.1609468926268781,1.7763568394002505e-15,0.9214367866155264,0.4482107267927805,0.2729699726024848,0.4073133310115379,0.683677953774724,0.7237528134095745,0.7167988382621407,0.7644996435402848,0.7425687732487494,0.8207977055942447,0.32505460256468155,0.6537035202965963,0.7121931649414037,0.799397870069938,0.7369815705166756,0.6382304537348178
"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",0.49369239690810074,0.48395561838732126,0.46593830369877787,0.8638419901132859,0.9405870718712521,0.5174739758962734,0.2382213806956539,0.23163353791736285,0.7311938808627881,0.6052588244889974,0.5700980751334901,0.5280036539834077,0.4997129558415083,0.44277801206735057,0.941096867124626,0.9214367866155264,6.661338147750939e-16,0.6479621016004967,0.7668071255002221,0.9400503279569131,0.9524437051077317,0.5742952236806331,0.5005829192312594,0.41064419649016737,0.49818565462481845,0.4404274968870163,0.9031926395604555,0.8232918242034986,0.825779444382266,0.8404594680097883,0.8766444418534021,0.8225680018687386
1. De xii abusivis saeculi-AM 677 4to,0.5569690644290548,0.6733235009523983,0.571094195292088,0.6215562511090704,0.8687368976160088,0.5503896646150641,0.6122224755431228,0.6074472016355954,0.6770778847597112,0.8153934834910688,0.7619318464356154,0.7443578167135005,0.7495384749660207,0.7569522343676016,0.3626319583399258,0.4482107267927805,0.6479621016004967,4.440892098500626e-16,0.3767609856086612,0.5328042744415955,0.8206698210387346,0.5948302162290569,0.5696221108861819,0.5878391494546864,0.584728177257938,0.6462245287432887,0.609991445059703,0.6358121881009031,0.703245015384355,0.7936846271666845,0.703929781227203,0.660909946567886
2. Prosper’s Epigrams-AM 677 4to,0.6590541444834505,0.7572651379204547,0.6850707792296997,0.20450510750490591,0.9049182959241622,0.6555932879376734,0.6386586053310335,0.6834219617295811,0.7408642987475692,0.8504007223149599,0.7839834626682857,0.7842949889933326,0.7857376006006658,0.8130048627270352,0.3575378260590345,0.2729699726024848,0.7668071255002221,0.3767609856086612,5.551115123125783e-16,0.3676311170283312,0.6474957178606959,0.7058026066687313,0.662742213675968,0.6743770570749573,0.6726609547834881,0.7420310559749821,0.4809138768156377,0.7064818212490528,0.7470239635539637,0.8579611949243546,0.77281912833739,0.6975411553464013
3. Gregory’s Homilies on the Gospels-AM 677 4to,0.7748079956563277,0.8778421294667886,0.8049776806434619,0.4370422414085344,0.9028992664118674,0.7676489025009128,0.808618564683294,0.8638940890025117,0.771865984579131,0.9183977345524842,0.8758802428268498,0.8856410576901624,0.8997944929240892,0.9410162864923843,0.44098780247268565,0.4073133310115379,0.9400503279569131,0.5328042744415955,0.3676311170283312,0.0,0.14447014216248844,0.7839652770671361,0.776722790055287,0.8004451752434859,0.7941765227410487,0.8736278348342588,0.5119438029280717,0.7185661537995228,0.7546536928008329,0.8192953576235367,0.7776008537696586,0.7756721326404252
4. Gregory’s Dialogues-AM 677 4to,0.9069627363577448,0.9470906164782178,0.9185127589146352,0.619613516693912,0.9590767668704308,0.9069607506892972,0.8541904609054233,0.8904098490197496,0.8950189478989687,0.9638202066684339,0.9245319745392893,0.93087432525841,0.9358520176198635,0.9608064578165251,0.7548925232611157,0.683677953774724,0.9524437051077317,0.8206698210387346,0.6474957178606959,0.14447014216248844,4.440892098500626e-16,0.9095266982871679,0.908570768619981,0.8980840135188449,0.9124416692406729,0.9459302976639706,0.7013313724115995,0.892862393147312,0.8999431929203076,0.8891272232889342,0.9151567331226623,0.9180709300585834
Kristinréttr hinn eldri Borgarþings | Borgartings eldre kristenrett-AM 78 4to,0.14471171326326215,0.2791582675556522,0.13602807098181002,0.8218769687201056,0.8499776984549617,0.10892130065793204,0.48916275891953387,0.6069136719886701,0.347230635865455,0.5905323900955617,0.5004401403512567,0.4541880997411831,0.4718147655201902,0.4640732789843931,0.6847226390404596,0.7237528134095745,0.5742952236806331,0.5948302162290569,0.7058026066687313,0.7839652770671361,0.9095266982871679,1.2212453270876722e-15,0.16038764625416446,0.18326052455314812,0.14180540616192383,0.2859391359895147,0.77868993923233,0.2824330113594299,0.42136690513539676,0.7521812577916406,0.557127224083966,0.5502038782794578
Kristinréttr Jóns erkibiskups | Erkebiskop Jons kristenrett-AM 78 4to,0.09155455114248157,0.23089727252505587,0.11275502751142752,0.7893074748863108,0.858267547184971,0.06502434306535887,0.3944791227622598,0.513622222747942,0.3224256785282903,0.4658985387540895,0.3562325614918218,0.32438737816159635,0.33468135139000843,0.3185584879500327,0.6668425143053303,0.7167988382621407,0.5005829192312594,0.5696221108861819,0.662742213675968,0.776722790055287,0.908570768619981,0.16038764625416446,6.661338147750939e-16,0.09828538297702372,0.08570433559496937,0.2135549261140285,0.7621594570624732,0.32305755926520874,0.42545998493943105,0.7563125679774931,0.525305547593616,0.5489673325740708
Kristinréttr Sverris konungs | Kong Sverres kristenrett-AM 78 4to,0.0998870529432071,0.2188722885499914,0.12984738083302072,0.8102676693125549,0.8653999466954952,0.09671170161306641,0.2952946155144106,0.4062296381793091,0.34056190440507206,0.5290940666754101,0.3192868569981413,0.2985620112045144,0.29409247411030637,0.3126371148322252,0.7494193034183789,0.7644996435402848,0.41064419649016737,0.5878391494546864,0.6743770570749573,0.8004451752434859,0.8980840135188449,0.18326052455314812,0.09828538297702372,0.0,0.09306105779263418,0.20108960167077772,0.7921403223468966,0.3775264995536467,0.44459533114355454,0.7468559147422509,0.587383904034208,0.6022560970846762
Bǿjarlǫg Magnúss Hákonarsonar  Farmannalǫg | Magnus Lagabøtes bylog  Farmannalov-AM 78 4to,0.05693451145737771,0.21614011824990054,0.0755780358448539,0.8019388490481992,0.8771477298104551,0.03394953241459542,0.3894578691739369,0.49259431356175176,0.3908037109750291,0.5416373751051646,0.40625201906792074,0.37197344670346855,0.36733390164155777,0.38007008052890645,0.702645119430646,0.7425687732487494,0.49818565462481845,0.584728177257938,0.6726609547834881,0.7941765227410487,0.9124416692406729,0.14180540616192383,0.08570433559496937,0.09306105779263418,1.3322676295501878e-15,0.21962201587452157,0.7818820852006295,0.3035196271408128,0.4320566987568487,0.775960364190722,0.5975971624261383,0.5938235024223298
Réttarbǿtr | Rettarbøtr-AM 78 4to,0.21747320488467514,0.17188534071179784,0.20928201362677434,0.8609892359464502,0.8720817729187923,0.21215723281475185,0.3350974376199827,0.48945410863299954,0.404500739422856,0.5155064760654037,0.4657197452104147,0.3855878308641647,0.3868464387713699,0.26925123982703636,0.8029236031073212,0.8207977055942447,0.4404274968870163,0.6462245287432887,0.7420310559749821,0.8736278348342588,0.9459302976639706,0.2859391359895147,0.2135549261140285,0.20108960167077772,0.21962201587452157,2.1094237467877974e-15,0.8498175085236284,0.4857013468261536,0.5668286384220309,0.7625110536264641,0.6312960203035096,0.6375422855317339
Pamphilus saga-DG 4-7,0.7574472088089919,0.8513770060867971,0.7808939449475879,0.3444159352216165,0.8976085646983714,0.7532794265515251,0.7817194995031813,0.8214746676783389,0.7790023359270928,0.8795174268306725,0.8589074491828532,0.8577763221976089,0.8737836053680832,0.8976263897433877,0.33488036307531144,0.32505460256468155,0.9031926395604555,0.609991445059703,0.4809138768156377,0.5119438029280717,0.7013313724115995,0.77868993923233,0.7621594570624732,0.7921403223468966,0.7818820852006295,0.8498175085236284,0.0,0.7376625357036588,0.7675310179090991,0.6941429285541514,0.8056061173042559,0.7244640922202619
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-DG 8 I,0.2658836878328936,0.45249787812054343,0.30668345553495246,0.7796177388543887,0.6238661639427814,0.25011663895147207,0.6911612527945838,0.8213212438245336,0.3263990094126349,0.6043447908794614,0.5070438089148464,0.4900228487541911,0.5360168953294531,0.6181876707739766,0.5770351009269388,0.6537035202965963,0.8232918242034986,0.6358121881009031,0.7064818212490528,0.7185661537995228,0.892862393147312,0.2824330113594299,0.32305755926520874,0.3775264995536467,0.3035196271408128,0.4857013468261536,0.7376625357036588,2.6756374893466273e-14,0.17963445878628181,0.7075470703832745,0.47308630199426116,0.49301244883996376
Farmannalǫg (part 1) | Farmannslova (del 1)-DG 8 I,0.43351543384574864,0.5874447123771286,0.49671440374543896,0.8027909917210605,0.5098265855713937,0.40485529648727436,0.6856027418644147,0.8010142955642826,0.37509545344675466,0.6301706202168615,0.5742400654623802,0.5629227914049044,0.5944369980206388,0.6703816075852356,0.6589396222308009,0.7121931649414037,0.825779444382266,0.703245015384355,0.7470239635539637,0.7546536928008329,0.8999431929203076,0.42136690513539676,0.42545998493943105,0.44459533114355454,0.4320566987568487,0.5668286384220309,0.7675310179090991,0.17963445878628181,1.9984014443252818e-15,0.7487131392281925,0.5282387442100389,0.551024026571778
Eddic poems-GKS 2365 4to,0.7499322144168148,0.7768870107995455,0.7594938129492526,0.8219202261459561,0.8222185917696543,0.7512588135135057,0.761536025182331,0.8740165036502667,0.6796690082228007,0.7942033917067323,0.8237147408645712,0.7900292983595882,0.8183881561277382,0.7914873545706175,0.7894064283795595,0.799397870069938,0.8404594680097883,0.7936846271666845,0.8579611949243546,0.8192953576235367,0.8891272232889342,0.7521812577916406,0.7563125679774931,0.7468559147422509,0.775960364190722,0.7625110536264641,0.6941429285541514,0.7075470703832745,0.7487131392281925,5.551115123125783e-16,0.761635248705997,0.7600032314587128
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 30 4to,0.49789840146561903,0.6331090741129455,0.5362090828393075,0.8436718195779793,0.8444134663555547,0.5401310612690813,0.7618360552806167,0.8786126062115842,0.40121352353284634,0.6202283780461968,0.5212526767745999,0.48379303430991494,0.5444350100876885,0.5897170407028938,0.6865228659262608,0.7369815705166756,0.8766444418534021,0.703929781227203,0.77281912833739,0.7776008537696586,0.9151567331226623,0.557127224083966,0.525305547593616,0.587383904034208,0.5975971624261383,0.6312960203035096,0.8056061173042559,0.47308630199426116,0.5282387442100389,0.761635248705997,1.2323475573339238e-14,0.6488146554566582
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,0.5521793443984319,0.6521065023333034,0.5686535602049965,0.7411677235608944,0.8433502122708243,0.5422269100059404,0.7711040965091579,0.8912436108494127,0.5152934425904313,0.7302316302594822,0.7156355738816618,0.6841332593771565,0.725846346303938,0.7100581431282617,0.5927873759805989,0.6382304537348178,0.8225680018687386,0.660909946567886,0.6975411553464013,0.7756721326404252,0.9180709300585834,0.5502038782794578,0.5489673325740708,0.6022560970846762,0.5938235024223298,0.6375422855317339,0.7244640922202619,0.49301244883996376,0.551024026571778,0.7600032314587128,0.6488146554566582,0.0
