,Gunnlaugs saga Ormstungu-AM 557 4to,Breta sǫgur-AM 573 4to,Karls þáttr vesæla-AM 557 4to,Hróa þáttr heimska-AM 557 4to,Old Norwegian Homily Book-AM 619 4to,Prosper’s Epigrams-AM 677 4to,Pamphilus saga-DG 4-7,Kormáks saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (120vb.21–129rb.7),Bandamanna saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (114ra.41–120vb.21),Hallfreðr saga vandraskald-AM 557 4to,Sveinka þáttr Steinarssonar-AM 557 4to,Valdimars saga-AM 557 4to,Hrafns saga Sveinbjarnarsonar-AM 557 4to,Rögnvalldr ok Rauð-AM 557 4to,Hallfreðar saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (149va.32–156rb.10),Codex Frisianus-AM 45 fol.,Gregory’s Homilies on the Gospels-AM 677 4to,Bǿjarlǫg ok Farmannalǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov og farmannslov-Holm perg 34 4to,"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",Völuspá in Codex Regius-GKS 2365 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,Eiríks saga víðförla-AM 557 4to,Droplaugasona saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (141va.3–147vb.4),Finnboga saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (100ra.1–114ra.41),De xii abusivis saeculi-AM 677 4to,Fóstbræðra saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (198rb.8–201vb.41),De virtutibus et vitiis-AM 619 4to,Trójumanna saga-AM 573 4to,Egils saga Skalla-Grímssonar in Wolfenbüttelbók-WolfAug 9 10 4to,Alexanders saga-AM 519 a 4to,A fragment of Konungs skuggsjá-AM 1056 IX 4to,Reynistaðarbók-AM 764 4to,Dámusta saga-AM 557 4to,Gregory’s Dialogues-AM 677 4to,Eiríks saga rauða-AM 557 4to,Stúfs þáttr Kattarsonar-AM 557 4to,Víga-Glúms saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (129rb.8–141va.32),Ölkofra þáttur according to AM 132 fol (Möðruvallabók)-AM 132 fol (147vb.5–149va.31)
Sveinka þáttr Steinarssonar-AM 557 4to,0.5748219538391031,0.5522374318952625,0.6128727217351964,0.7077792688339735,0.6456658747996242,0.7374489711404235,0.660116681478945,0.5931046540348275,0.5988379829912454,0.5794788712796229,1.1102230246251565e-16,0.680879938079315,0.6222366043758252,0.6195695593203121,0.5699350631289284,0.5671716318406365,0.6923788498038339,0.6863533210365123,0.7526214531364117,0.801736507693316,0.6637876148136672,0.7037327686716071,0.5810903281535243,0.5519187196714588,0.8376602607043193,0.6047213454273925,0.6789397147570777,0.5975445090582411,0.5436840966534022,0.5905891189920812,0.8019404763194501,0.628118421145377,0.6432748448792631,0.7576750440136575,0.573990522729211,0.754589919376145,0.5676229718076564,0.6781547478185596
Valdimars saga-AM 557 4to,0.4033240801954855,0.3768511250252098,0.4483975961211445,0.5637675872506168,0.480550431990892,0.5346994393332183,0.4753572260712403,0.41829450506921617,0.3808156206971791,0.4029168050378813,0.680879938079315,1.099120794378905e-14,0.49547044074309476,0.481743296274982,0.40290220923691356,0.41575625249355075,0.5360733840833223,0.5020151118605105,0.6417367578576028,0.7203520424426728,0.4636215652233062,0.5941261591709593,0.41777950577080303,0.3642425040758205,0.721860885836241,0.4407917648103049,0.4976090058898456,0.42089896865988874,0.368304421783067,0.3646377049793169,0.7036343362354314,0.4806100945846098,0.4723661069543573,0.6643453449791361,0.41188924450515607,0.6203134329360569,0.37183339951713235,0.5092279243564515
Hrafns saga Sveinbjarnarsonar-AM 557 4to,0.3118948145825585,0.2776829550700929,0.3968202340033474,0.5387033626197735,0.386774566952786,0.5127158593451078,0.45113854052124325,0.3234488378910114,0.3530178505624232,0.30377307421046473,0.6222366043758252,0.49547044074309476,0.0,0.3992330480104985,0.3002207840269172,0.2821793484694136,0.4697958472423067,0.4469233918367367,0.595051862860176,0.6661825733411711,0.41896553863183683,0.5280617782954435,0.2874440030609291,0.27534407467606703,0.6942493511120627,0.32340133864382925,0.4486674936141042,0.33212654739651704,0.23391398660973184,0.3244423817897314,0.6847411517835836,0.39230235209230246,0.41675082149272236,0.6027287535194275,0.26856342608589423,0.6282189845353867,0.28361312192525456,0.4326379058653629
Rögnvalldr ok Rauð-AM 557 4to,0.3121650419218768,0.29987236228832814,0.3846311971403862,0.5134978186579792,0.4285112518263664,0.5286160921137261,0.4400479431458273,0.32865614573655577,0.3378577962664602,0.3108215899031519,0.6195695593203121,0.481743296274982,0.3992330480104985,0.0,0.30686811795797897,0.31322579450392496,0.49686409343185456,0.4753254558893868,0.5917110360296407,0.6898934892620128,0.44470228658230826,0.5242743251353457,0.3274574529287724,0.27592837226883216,0.7241919711465145,0.36976614906636074,0.4708948601109407,0.3553909352984159,0.2658876202691616,0.33177770344724933,0.6861550156659311,0.4209294704273365,0.4174914830473866,0.6096747373774635,0.30757010779288696,0.5703581957316501,0.28835339855859377,0.45460267737955695
Hallfreðar saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (149va.32–156rb.10),0.199388378553917,0.19896553099540448,0.2859789558329616,0.4452989696999885,0.3317664200919337,0.4369037226906304,0.35967653065507466,0.18843422358494488,0.20795328798568868,0.16586367798856727,0.5699350631289284,0.40290220923691356,0.3002207840269172,0.30686811795797897,2.9976021664879227e-14,0.22060789259766544,0.3999901008373641,0.3716305007027394,0.5385833797781288,0.6454301440989708,0.33729632255240394,0.46229950987604584,0.19733400585947847,0.1452750397114082,0.6743571983509671,0.24017630270698653,0.3818514296951323,0.2591565184962158,0.1435209994433423,0.21970095579381066,0.636895608413292,0.3353855360230489,0.3351623458055537,0.5452812823689417,0.20841092347882673,0.5103377951117973,0.1481388969922942,0.333230870988554
Codex Frisianus-AM 45 fol.,0.22825526410255004,0.17968760736468647,0.30932172627999777,0.46782442908755206,0.33100171346180396,0.4436016860821237,0.3879051277525434,0.25667835449186716,0.2770864474237662,0.21769952996405117,0.5671716318406365,0.41575625249355075,0.2821793484694136,0.31322579450392496,0.22060789259766544,1.8318679906315083e-14,0.4084740860786992,0.3847936432655348,0.543860421445257,0.6378481324860634,0.34338887380194694,0.4599479432508623,0.21987777937545283,0.19429946623045213,0.665360785666763,0.2715828786763922,0.3954888300217727,0.2568219904758825,0.1230037668895253,0.21715110513252667,0.6404414214950249,0.302083884756299,0.3104334883877825,0.5497425331429657,0.2038851672016443,0.5201236167805515,0.2050214818769749,0.35695640167603515
Gregory’s Homilies on the Gospels-AM 677 4to,0.4213662947716751,0.3827687937811036,0.45434273198538266,0.573868043780814,0.36298545106581126,0.3438818870347726,0.448509220120187,0.41177984075724394,0.3807440923896478,0.387797085641712,0.6923788498038339,0.5360733840833223,0.4697958472423067,0.49686409343185456,0.3999901008373641,0.4084740860786992,0.0,0.4293013193314772,0.6069802205176391,0.6896946234457602,0.39025779539371597,0.576934881604291,0.41923869257490576,0.3759627569266375,0.6299735620880986,0.4204741121994997,0.3472579748257949,0.4308395563166726,0.35237203368309833,0.33609058697003147,0.6932311248538969,0.4572655188148661,0.46484214553442604,0.1776948108508778,0.41167080523034616,0.6438420720025454,0.35406688233266004,0.4577651367380745
Bǿjarlǫg ok Farmannalǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov og farmannslov-Holm perg 34 4to,0.387866490253145,0.35278573406240465,0.4162258176953405,0.5452980042691598,0.3911042525460363,0.41097203099056945,0.42342159764492826,0.3940075362118639,0.35642321494797,0.3625908123119108,0.6863533210365123,0.5020151118605105,0.4469233918367367,0.4753254558893868,0.3716305007027394,0.3847936432655348,0.4293013193314772,3.5083047578154947e-14,0.5777861517179175,0.6854753498880408,0.10935314317725864,0.5682678504984362,0.4018250257338275,0.35619913416367455,0.650143237575195,0.4069473767032957,0.36964431924035923,0.3994265096312929,0.322654961155313,0.3123024433458378,0.6278966547846752,0.45278759360617227,0.4422729770227688,0.6115620909509976,0.39113929962392147,0.6283772713835778,0.3344974485465406,0.4435501557360002
"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",0.5362419697448876,0.5252897642075849,0.601468092985004,0.6849381645109751,0.5552743515223075,0.5925482213701588,0.5553649276769204,0.5434574746092711,0.5216501927012407,0.5459265402167872,0.7526214531364117,0.6417367578576028,0.595051862860176,0.5917110360296407,0.5385833797781288,0.543860421445257,0.6069802205176391,0.5777861517179175,0.0,0.75323620411777,0.5651664547726147,0.6745410735231017,0.5443763586632424,0.5079010635924128,0.7584181315006959,0.5803400258785648,0.5687958337306662,0.5600804644032042,0.5139286392888557,0.516244066545135,0.7428363213471827,0.5978469643581703,0.60874370852268,0.7218724387958214,0.5440632805418734,0.7627634292915577,0.5194699349245029,0.6204607350190107
Völuspá in Codex Regius-GKS 2365 4to,0.645536054687198,0.6198292043691627,0.6975599923213175,0.7615601066756023,0.6626813735453774,0.720565793057171,0.6721403871676703,0.6534805670602128,0.6617141540161753,0.657938299653215,0.801736507693316,0.7203520424426728,0.6661825733411711,0.6898934892620128,0.6454301440989708,0.6378481324860634,0.6896946234457602,0.6854753498880408,0.75323620411777,0.0,0.6739677500285763,0.7323090577363653,0.6400812943015214,0.6384333070649707,0.8052261706276946,0.6665257666084243,0.6822206143671181,0.6514370839672168,0.6157413859993153,0.6528117398227402,0.8135261982479769,0.6719992336799976,0.7074632543202297,0.775363137047024,0.6336077568838401,0.8138623394590145,0.6337833168076357,0.7338053413319016
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,0.3501277489327115,0.3164617595195385,0.37562465477542195,0.5085484363580096,0.3520553752359987,0.34333515622802946,0.3785139990690388,0.36113104809697394,0.3022628003460257,0.32362059429362744,0.6637876148136672,0.4636215652233062,0.41896553863183683,0.44470228658230826,0.33729632255240394,0.34338887380194694,0.39025779539371597,0.10935314317725864,0.5651664547726147,0.6739677500285763,0.0,0.5424819596308861,0.37484150012042616,0.31764917637693457,0.6102736557314963,0.37511292579947897,0.30235968790376555,0.36622352380039713,0.28747079809012877,0.24595714502206512,0.5979735492109854,0.41207671773812216,0.39234182677605833,0.5952917637181845,0.36593630071545846,0.5912743400515004,0.29467395725431234,0.399328099689239
Eiríks saga víðförla-AM 557 4to,0.45774644100484074,0.44861555929382635,0.5092440543609311,0.6219513658999467,0.5066812299105015,0.60652926154276,0.5584469692065182,0.4989647870146684,0.5003057800554801,0.46464464365506253,0.7037327686716071,0.5941261591709593,0.5280617782954435,0.5242743251353457,0.46229950987604584,0.4599479432508623,0.576934881604291,0.5682678504984362,0.6745410735231017,0.7323090577363653,0.5424819596308861,2.220446049250313e-15,0.48784775074990727,0.45589276288077785,0.742398826762505,0.5072433490010969,0.5314482361179975,0.48701916244011534,0.4262502591933912,0.4706026675621571,0.7390196665107628,0.5371970336033937,0.5277710591519635,0.6945730643722928,0.4673203780554156,0.6493078744240777,0.4711874012276458,0.5805009153235106
Droplaugasona saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (141va.3–147vb.4),0.22836491360932032,0.2083245133765812,0.3256034813840766,0.4738190625973352,0.3488986921796795,0.48169539958680474,0.386812956383376,0.2127458867781199,0.2495545396273473,0.22002878030764628,0.5810903281535243,0.41777950577080303,0.2874440030609291,0.3274574529287724,0.19733400585947847,0.21987777937545283,0.41923869257490576,0.4018250257338275,0.5443763586632424,0.6400812943015214,0.37484150012042616,0.48784775074990727,0.0,0.1660177415793369,0.687276246330041,0.2398846766104079,0.42237506663376645,0.2683094937664027,0.1560302635644194,0.2588673681023488,0.6556559665694439,0.3355514616437655,0.3751059393282572,0.5518897908908096,0.1989543792211379,0.5746285834456877,0.17014108199881617,0.35157070597050455
Finnboga saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (100ra.1–114ra.41),0.1727021200077572,0.14987471118397744,0.26833245409440476,0.4214801123137589,0.2999957890072038,0.40504637676054167,0.31703597573378595,0.16956672298984599,0.16239821550143685,0.16084346989343057,0.5519187196714588,0.3642425040758205,0.27534407467606703,0.27592837226883216,0.1452750397114082,0.19429946623045213,0.3759627569266375,0.35619913416367455,0.5079010635924128,0.6384333070649707,0.31764917637693457,0.45589276288077785,0.1660177415793369,0.0,0.6648071571286243,0.19880985588306666,0.3526793696254995,0.22179001040056967,0.11789677766106355,0.1698393506879321,0.6059519521010807,0.29594679298110604,0.30940410225408377,0.524911050855281,0.16603879086949602,0.5279589742555943,0.10747166610771508,0.3021859533851924
De xii abusivis saeculi-AM 677 4to,0.6673643252654684,0.655004962948483,0.6939133267908209,0.7683576764344038,0.6021050139916698,0.59615838826738,0.6549650279144286,0.6723978214927734,0.635184233807419,0.6729224408919019,0.8376602607043193,0.721860885836241,0.6942493511120627,0.7241919711465145,0.6743571983509671,0.665360785666763,0.6299735620880986,0.650143237575195,0.7584181315006959,0.8052261706276946,0.6102736557314963,0.742398826762505,0.687276246330041,0.6648071571286243,5.551115123125783e-16,0.6860081333481802,0.5638143745638142,0.6666259870929339,0.6464311716458342,0.5973519390418791,0.7939389130665143,0.6894933958263145,0.6793470223793039,0.7919926084834918,0.6813826052052012,0.8024002385778928,0.6591468764928838,0.6972868502961989
Fóstbræðra saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (198rb.8–201vb.41),0.2752270182147122,0.24448715240662566,0.34303831396136064,0.48847380748273295,0.35868851155159454,0.45624692232696484,0.40512374450826927,0.26166590959710345,0.2564647042710523,0.2557611529179187,0.6047213454273925,0.4407917648103049,0.32340133864382925,0.36976614906636074,0.24017630270698653,0.2715828786763922,0.4204741121994997,0.4069473767032957,0.5803400258785648,0.6665257666084243,0.37511292579947897,0.5072433490010969,0.2398846766104079,0.19880985588306666,0.6860081333481802,0.0,0.40617366115321396,0.306886232639207,0.2031064884468906,0.25192236599102613,0.6591247326504548,0.3675075341456575,0.37839194879454063,0.5764052669423461,0.2422506411202192,0.5815882104435653,0.20315615145047627,0.3715108180228681
De virtutibus et vitiis-AM 619 4to,0.3816285051985945,0.3503987327320134,0.4225219469186762,0.5512850161496456,0.279859472872692,0.2874256419297464,0.35217179767368845,0.3994394673533893,0.32268574824541896,0.3663581639125826,0.6789397147570777,0.4976090058898456,0.4486674936141042,0.4708948601109407,0.3818514296951323,0.3954888300217727,0.3472579748257949,0.36964431924035923,0.5687958337306662,0.6822206143671181,0.30235968790376555,0.5314482361179975,0.42237506663376645,0.3526793696254995,0.5638143745638142,0.40617366115321396,0.0,0.3990850390027072,0.3492796763586943,0.2530415278593785,0.6186449506453212,0.4105510932657972,0.41292830170198436,0.6112877682181259,0.4001076997489609,0.6170145936136816,0.33599129851060106,0.44264513700113517
Trójumanna saga-AM 573 4to,0.271580141553862,0.20827729777793358,0.34848717578646393,0.5012328932675368,0.345936131491124,0.4684447528889104,0.36569853700413946,0.2823858625050083,0.2856349224237612,0.2679332792431868,0.5975445090582411,0.42089896865988874,0.33212654739651704,0.3553909352984159,0.2591565184962158,0.2568219904758825,0.4308395563166726,0.3994265096312929,0.5600804644032042,0.6514370839672168,0.36622352380039713,0.48701916244011534,0.2683094937664027,0.22179001040056967,0.6666259870929339,0.306886232639207,0.3990850390027072,1.27675647831893e-14,0.19949606154910904,0.24732186660799527,0.6415929463871326,0.3494218600383908,0.3736457754396765,0.5742579050980694,0.2528039294112737,0.5928097217190071,0.2346045589707132,0.40601473403112187
Egils saga Skalla-Grímssonar in Wolfenbüttelbók-WolfAug 9 10 4to,0.16486659090171218,0.12751668481792366,0.24676235476044028,0.42167802379573494,0.2758121997378056,0.39628511838219815,0.33270745656303025,0.17751558426723368,0.2021779684194427,0.1385763301660119,0.5436840966534022,0.368304421783067,0.23391398660973184,0.2658876202691616,0.1435209994433423,0.1230037668895253,0.35237203368309833,0.322654961155313,0.5139286392888557,0.6157413859993153,0.28747079809012877,0.4262502591933912,0.1560302635644194,0.11789677766106355,0.6464311716458342,0.2031064884468906,0.3492796763586943,0.19949606154910904,1.7930101847696278e-13,0.16765630037269108,0.6174888458284633,0.27741656900311984,0.2724869891687042,0.5075835906736617,0.13520340402372533,0.4967640001902671,0.12636672545338556,0.2935480493764864
Alexanders saga-AM 519 a 4to,0.24061447733585906,0.1835408665923225,0.28072967837439367,0.44149331682000303,0.2732472944381047,0.28464825775076585,0.2941832488844405,0.2411285741308855,0.1757120454612755,0.2104391949281782,0.5905891189920812,0.3646377049793169,0.3244423817897314,0.33177770344724933,0.21970095579381066,0.21715110513252667,0.33609058697003147,0.3123024433458378,0.516244066545135,0.6528117398227402,0.24595714502206512,0.4706026675621571,0.2588673681023488,0.1698393506879321,0.5973519390418791,0.25192236599102613,0.2530415278593785,0.24732186660799527,0.16765630037269108,0.0,0.5817438276673753,0.30273585548043,0.28321828778895586,0.5468887751915597,0.24023212072548294,0.5100253353167115,0.1682898803619789,0.3125686131541393
A fragment of Konungs skuggsjá-AM 1056 IX 4to,0.631644841622425,0.6113250959720078,0.6634925227685748,0.7400785190548022,0.6379320168782721,0.6492042711049917,0.6375707914478235,0.6472356075934302,0.6116537639677699,0.6358712534513862,0.8019404763194501,0.7036343362354314,0.6847411517835836,0.6861550156659311,0.636895608413292,0.6404414214950249,0.6932311248538969,0.6278966547846752,0.7428363213471827,0.8135261982479769,0.5979735492109854,0.7390196665107628,0.6556559665694439,0.6059519521010807,0.7939389130665143,0.6591247326504548,0.6186449506453212,0.6415929463871326,0.6174888458284633,0.5817438276673753,1.887379141862766e-15,0.6658674443789027,0.670961199295016,0.7980457048364491,0.6398496315337353,0.7886843880657055,0.6131987512092267,0.6915551342018177
