,Gunnlaugs saga Ormstungu-AM 557 4to,Breta sǫgur-AM 573 4to,Karls þáttr vesæla-AM 557 4to,Hróa þáttr heimska-AM 557 4to,Theta-fragment of Egils saga-AM 162 A θ fol.,Pamphilus saga-DG 4-7,Kormáks saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (120vb.21–129rb.7),Bandamanna saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (114ra.41–120vb.21),Old Norwegian Homily Book-AM 619 4to,The Kringla fragment of Óláfs saga helga-Lbs fragm. 82,A fragment of Landslǫg Magnúss Hákonarsonar-NRA norr fragm 7,Hallfreðr saga vandraskald-AM 557 4to,Sveinka þáttr Steinarssonar-AM 557 4to,Valdimars saga-AM 557 4to,A fragment of Óláfs saga helga hin elzta-NRA norr fragm 52,A fragment of Haralds saga harðráða in Heimskringla-NRA norr fragm 53,A fragment of Fagrskinna-NRA norr fragm 51,A fragment of Maríu saga-NRA norr fragm 78,Hrafns saga Sveinbjarnarsonar-AM 557 4to,A fragment of Brendanuss saga-NRA norr fragm 68,Rögnvalldr ok Rauð-AM 557 4to,Hallfrear saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (149va.32–156rb.10),Codex Frisianus-AM 45 fol.,Bǿjarlǫg ok Farmannalǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov og farmannslov-Holm perg 34 4to,"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",A fragment of Hákonar saga Hákonarsonar-NRA norr fragm 55 B,A fragment of Jóns saga helga-NRA norr fragm 57,A fragment of Páls saga postula-NRA norr fragm 80,Völuspá in Codex Regius-GKS 2365 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,Eiríks saga víðförla-AM 557 4to,Droplaugasona saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (141va.3–147vb.4),A fragment of Barlaams saga ok Jósafats-NRA norr fragm 64,A fragment of Agǫtu saga-NRA norr fragm 70,Zeta-fragment of Egils saga-AM 162 A ζ fol.,"A fragment of Gregors saga páfa and 
                            Díalógar-NRA norr fragm 71",A fragment of Flóress saga ok Blankiflúr-NRA norr fragm 65,A fragment of Rimbegla-NRA norr fragm 59,A fragment of Njáls saga-AM 162 B α fol,A fragment of Stjórn-NRA norr fragm 60 C,A fragment of Karlamagnúss saga-NRA norr fragm 61,Finnboga saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (100ra.1–114ra.41),Fstbrra saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (198rb.8–201vb.41),A fragment of Stjórn-NRA norr fragm 60 B,A fragment of Karlamagnúss saga-NRA norr fragm 62,A fragment of Karlamagnúss saga-NRA norr fragm 63,A fragment of Stjórn-NRA norr fragm 60 A,Trójumanna saga-AM 573 4to,Egils saga Skalla-Grímssonar in Wolfenbüttelbók-WolfAug 9 10 4to,Alexanders saga-AM 519 a 4to,A fragment of Konungs skuggsjá-NRA norr fragm 58 B,A fragment of Konungs skuggsjá-AM 1056 IX 4to,Reynistaðarbók-AM 764 4to,A fragment of Konungs skuggsjá-NRA norr fragm 58 C,Dámusta saga-AM 557 4to,A fragment of Konungs skuggsjá-NRA norr fragm 58 A,Two fragments of Njáls saga-AM 162 B θ fol,Eiríks saga rauða-AM 557 4to,Stúfs þáttr Kattarsonar-AM 557 4to,A fragment of Konungs skuggsjá-NKS 235 g 4to,Vga-Glms saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (129rb.8–141va.32),Ölkofra þáttur according to AM 132 fol (Möðruvallabók)-AM 132 fol (147vb.5–149va.31)
A fragment of Landslǫg Magnúss Hákonarsonar-NRA norr fragm 7,0.6387838689667396,0.534136150643745,0.6267269079940507,0.7297242457683998,0.6654405133733257,0.648242499152696,0.7499599250091841,0.645517879057906,0.5009798791249418,0.6830632194156222,0.0,0.6291274658626533,0.8155620612275305,0.7161801078457193,0.6325069750535848,0.8345682557334666,0.84749689563354,0.7055543511203288,0.6597852333510399,0.7335164006494752,0.6508916395860169,0.7179245671529337,0.5583324284111931,0.3589779979414063,0.7617718734994723,0.7983337312534395,0.7213321873524479,0.6384333178583042,0.8768863604585283,0.2329630772501191,0.7698096657313857,0.7340632270117228,0.794106579180616,0.878524930951054,0.630090946770267,0.8206047246789201,0.7506947668036563,0.7942890215727451,0.7810199975121889,0.8008068460555973,0.7525722211747574,0.6832588470666925,0.7158321661530529,0.8841777828068942,0.7072972383733325,0.6914136190787576,0.9066609448145786,0.6059024219779978,0.5138785536558463,0.4472716265121299,0.7773459052718641,0.7891330058388822,0.5748433504948938,0.5775396919500604,0.62949304039036,0.5655623817233131,0.8066469601048412,0.5890117204484484,0.7812546770335531,0.7268294859659608,0.6367373866162149,0.7409387495381723
Hallfreðr saga vandraskald-AM 557 4to,0.5354864983112004,0.4806176231440161,0.5669266040842051,0.6749239638621392,0.6165163845344134,0.6195059746755807,0.717544599515564,0.6168983733645885,0.5436897094621086,0.663998622184973,0.6291274658626533,2.6423307986078726e-14,0.7789640521274818,0.6958459652236126,0.5883291355373657,0.7928165994758944,0.8354386172331589,0.704000180469577,0.6164884946765313,0.7249971603559145,0.5705597226881252,0.65085055537187,0.5020483243210669,0.5826803423393043,0.7731251508868996,0.7686286349838422,0.6923467993437236,0.6641102192859374,0.8758290839338357,0.5355410474752486,0.7388821960378659,0.6876303560357944,0.7792412855986515,0.8724371581022351,0.5675124007727144,0.8322200424137995,0.7215760910860415,0.8134532644312914,0.737036064982722,0.7642565179717373,0.7262899922149944,0.6294982340594263,0.6798801414069535,0.8582187999076714,0.694171400532874,0.6604447422937321,0.9039580327073946,0.5652243678502643,0.44564943203312557,0.4510233001175443,0.768133781559957,0.8273378596440752,0.5401107779909389,0.6104672229745076,0.5953673493243147,0.6349848234958133,0.7730965428123111,0.5064697894979284,0.7163261593366361,0.7411760342602949,0.5918725455842759,0.7131235931700526
Sveinka þáttr Steinarssonar-AM 557 4to,0.7777391344924964,0.7162002296093957,0.7725266736675367,0.8431639662176136,0.8099482656409425,0.8153621281313407,0.8463988781169168,0.7984045365630935,0.7642650798134001,0.8270752808779486,0.8155620612275305,0.7789640521274818,0.0,0.8442818951718204,0.7864329440160593,0.8790030849398415,0.8935289931192678,0.838592467785045,0.7992383739531626,0.8655324197449571,0.7717750457515746,0.8179672640809355,0.7272456948057422,0.7948142560335448,0.8789410797552345,0.8671131907716895,0.8342025729162568,0.8353523616035925,0.9356658411961429,0.7659685919458522,0.8626287296840882,0.8261854741308381,0.8746315548882825,0.9401137840449683,0.789129812642349,0.9203575549197865,0.8558275517518462,0.8961322740616721,0.8571638852968065,0.8710136048753747,0.8546756176872573,0.7967737278764717,0.8231465630272883,0.9256375622200279,0.8406944574486382,0.8108295032870867,0.9393436999278885,0.7708623365022118,0.715705033179101,0.7139809908549706,0.8906571969194639,0.9037875232644301,0.7469008060146733,0.8086650666964204,0.7907320447353811,0.8244573507466775,0.880492537863637,0.7444266791906697,0.8693082803550964,0.8594049017260698,0.7818760802028206,0.8552894871123267
Valdimars saga-AM 557 4to,0.687735024939878,0.6097474723619742,0.6783223701558244,0.7662734161521398,0.7257232948588019,0.6923015468956655,0.7884012523116624,0.7166506178660408,0.6583968488215027,0.7660795609650717,0.7161801078457193,0.6958459652236126,0.8442818951718204,0.0,0.6913593455240694,0.8572552398040687,0.8818579316855856,0.7903217970343424,0.7390514001101836,0.8006146702728669,0.7040171359253151,0.76503912428978,0.6478019625618305,0.6871161806204802,0.8197302100308836,0.8387279716566061,0.7748576050974119,0.7539025025324408,0.892709742165336,0.6442407241567953,0.8070108766749734,0.7695635527526509,0.8254962247260299,0.9028514397865662,0.7049934073788754,0.8772953643493059,0.8132062906358022,0.8460557653662993,0.8046409383945871,0.8325418184567759,0.8036170440972634,0.7355238361387078,0.7635879600022615,0.892434169353631,0.7703284457853998,0.7350446349455337,0.9182609504509741,0.664485494759051,0.6104730960635878,0.5785658985089741,0.8322909543024486,0.8620388235123497,0.6528748047147543,0.6941776448036284,0.7006302670037842,0.7093788659392646,0.8390589692373456,0.6357191507877942,0.7979080409407714,0.7965484049975684,0.710105342609253,0.7992627643527237
A fragment of Óláfs saga helga hin elzta-NRA norr fragm 52,0.5863779471335586,0.49077300960027537,0.5933116768109379,0.711310868032544,0.6484219053712004,0.6488617396456181,0.7394842334113148,0.6541585690652558,0.5620628447966602,0.6598157989952277,0.6325069750535848,0.5883291355373657,0.7864329440160593,0.6913593455240694,0.0,0.8000818156422826,0.8289316649976906,0.7079552048063673,0.6337155311425662,0.738657142449382,0.5803702486672466,0.6974336862071672,0.5109687930992111,0.5886695478456778,0.7521837668276199,0.7750956247568945,0.7014008569640332,0.6805079086070622,0.8742504932372263,0.5440226039730661,0.7437641192307775,0.7115059711139953,0.7842082677746678,0.8862767529058156,0.5934655310686805,0.8303810679408693,0.7471946096402476,0.8005099447039692,0.753770729028824,0.7899489929577965,0.7390708825707994,0.6651882821818247,0.708686354836422,0.8644051617808515,0.699777042847814,0.6561488091123722,0.8936921794484759,0.5650077342972009,0.4704459465402613,0.4621440264640858,0.8030740253340952,0.8247565352024306,0.5553046561771459,0.6212496416263162,0.6151529778746354,0.6498634447814422,0.7819650182068073,0.5353945187160178,0.752322841654654,0.7394308957308229,0.6316327034737617,0.7554021088956808
A fragment of Haralds saga harðráða in Heimskringla-NRA norr fragm 53,0.7944912747977704,0.7472592930628489,0.7924115060433645,0.8645483594297814,0.8192861524222372,0.8454723277770746,0.8712193206109454,0.8357022203310652,0.8090913233306187,0.8190469775195122,0.8345682557334666,0.7928165994758944,0.8790030849398415,0.8572552398040687,0.8000818156422826,4.773959005888173e-15,0.9075819384528376,0.8600864051330932,0.8058392739381857,0.8712754200196009,0.7988939465615553,0.846012811226577,0.6546271031114621,0.813584449483446,0.8893436590187271,0.8671785189017021,0.8524895500571519,0.8515415625981353,0.9398445652970758,0.790820822690413,0.876863891866108,0.8479930354826384,0.8978445522142305,0.9472723088646711,0.7824796540150207,0.9203017065163308,0.8789929635655408,0.9142507833426098,0.8703312235351841,0.891083517188673,0.8694935152535062,0.8336042081396193,0.850808553380398,0.9290491579201351,0.8591603176432311,0.8301599918833328,0.9530317204202909,0.7879005783692041,0.7133950726376966,0.7494978880478322,0.9111118007149859,0.9270508607398017,0.7764006635456615,0.8298552118610407,0.8076210301344527,0.8492370523117273,0.885474801307742,0.750380165025482,0.8714461907202276,0.8815646751268742,0.8158608806677148,0.8741505658751282
A fragment of Fagrskinna-NRA norr fragm 51,0.8255538442481904,0.7755684666223863,0.8480469686247187,0.8876718218559447,0.8597861563771404,0.8644146893655491,0.879802988892156,0.8480234418784232,0.8124351190692084,0.8623824726811775,0.84749689563354,0.8354386172331589,0.8935289931192678,0.8818579316855856,0.8289316649976906,0.9075819384528376,0.0,0.8671148834596787,0.8299564913477281,0.8948842954298168,0.8250813218502012,0.8588123400664107,0.7745639628353398,0.8304613568051302,0.9026964270982984,0.8981299364020487,0.8620427327746242,0.8667070984234473,0.9432592425462986,0.8098125868756201,0.8913501667475183,0.8621068095015543,0.9025225276284717,0.9560992620905586,0.8266547520036108,0.929517739115651,0.8886084197754827,0.9119174034640818,0.8921501622362628,0.9088672454900639,0.8920602126646138,0.8435471311000869,0.8620680123909008,0.9393878376939989,0.8662970415286113,0.8483181733959124,0.9490236483773083,0.8130914610234576,0.7750335242139418,0.7801062291151263,0.9189815867238365,0.9220231432120792,0.7951218718938335,0.8503952485348872,0.8362562008233193,0.865363835477617,0.9054357613675732,0.7969169198213237,0.9137494166830661,0.8866889691987643,0.8310713743546749,0.892199176318127
A fragment of Maríu saga-NRA norr fragm 78,0.7029587282341384,0.6131708697004933,0.7169588893517038,0.7905028493121831,0.7453702203208119,0.7379076128971656,0.7941132372411763,0.7222228253421864,0.6293677232326746,0.7588983783289158,0.7055543511203288,0.704000180469577,0.838592467785045,0.7903217970343424,0.7079552048063673,0.8600864051330932,0.8671148834596787,0.0,0.7167060195532033,0.7970088937916232,0.7006395072105964,0.7614649953447884,0.6348768647408113,0.6787732524372341,0.8227152787917034,0.8336550469419526,0.756621979693439,0.7258421621712086,0.9088378915783906,0.6372380412771996,0.810002701620612,0.7695252327487506,0.8313367294690043,0.9102961061295846,0.6987965039796078,0.8669507044259165,0.7975863049408356,0.8399233860962365,0.8131017492831174,0.8374724119514773,0.8029938189585731,0.7271487289158556,0.7662014642578234,0.8986607174659627,0.7740166459216938,0.7452795043949756,0.9163812071249616,0.6775956710808586,0.5967559850572346,0.5777526898955838,0.8361357445280343,0.8626484469608131,0.6428504685245997,0.711816685786379,0.7130743577857455,0.7176016157647097,0.8406786904921801,0.6537489971298939,0.841261365416584,0.796620952580368,0.7018107430492397,0.7979465137313219
Hrafns saga Sveinbjarnarsonar-AM 557 4to,0.596793790077412,0.5182317132497294,0.6402351229574691,0.747419512299851,0.6782469324337026,0.6951204610395316,0.7500021645079474,0.669670946982116,0.5892344253940784,0.701691111657034,0.6597852333510399,0.6164884946765313,0.7992383739531626,0.7390514001101836,0.6337155311425662,0.8058392739381857,0.8299564913477281,0.7167060195532033,2.3869795029440866e-14,0.737814100903893,0.6245574705643129,0.7132297043554052,0.5248202347716717,0.6137975597401464,0.7850293796782041,0.7718505054653602,0.7023528173091649,0.6954551929492638,0.8760544273583709,0.5753914959612283,0.7639794747117619,0.712371557522613,0.7982490797786066,0.9005726692083047,0.5937058285888976,0.8390150060317421,0.7702477384695792,0.8172191564947464,0.7641783962185104,0.804653155392188,0.7712899486487207,0.6738018153008627,0.7097124647680362,0.8763526194969856,0.7257728344247896,0.6838890616880695,0.9030420401916512,0.5936369885989397,0.4880530029938074,0.5196879578689401,0.821767167934629,0.8420311805127878,0.5656850460885591,0.6490762333368368,0.6494065372250781,0.6829253594779586,0.787459340898054,0.5194392464956976,0.8022160435920973,0.7582780579298275,0.6454170217478199,0.7602111199534842
A fragment of Brendanuss saga-NRA norr fragm 68,0.7282640736314708,0.6576552615101663,0.7199924886780226,0.8116369896204736,0.76206517859207,0.7639450247273651,0.8371910135614151,0.7885894778805989,0.6787822183160219,0.7761466670905063,0.7335164006494752,0.7249971603559145,0.8655324197449571,0.8006146702728669,0.738657142449382,0.8712754200196009,0.8948842954298168,0.7970088937916232,0.737814100903893,5.218048215738236e-15,0.7404076932269418,0.8143241312689082,0.6791058231717255,0.6947895309846301,0.8359311277092092,0.8534543178647075,0.7924844327233267,0.7743471746749103,0.9084694322052422,0.6715286728232532,0.8190475306612744,0.8036090300295486,0.837531551382035,0.9109479328697154,0.7089522681469984,0.87424742563689,0.8073788261081704,0.8597170065449203,0.8419148065259032,0.861582506490967,0.8176521869197211,0.7972675146355731,0.8195644960834944,0.8994356225559662,0.7863201396448585,0.7587210209455871,0.9319897062743135,0.7048949013816571,0.6219154069565292,0.6528951221271164,0.8485049605811064,0.8893359304101378,0.6962850223679758,0.7336758271313112,0.7508243031644642,0.7452089758530152,0.8413602067336876,0.6711341874145591,0.8328601000878039,0.8234177494876882,0.7702952012639515,0.8439311204410334
Rögnvalldr ok Rauð-AM 557 4to,0.5716010706600213,0.4821512569556359,0.5804114757555705,0.6850219954229806,0.6440149730992277,0.644518727556709,0.7203770087716508,0.6312259284447372,0.5719550486223866,0.6765692042963035,0.6508916395860169,0.5705597226881252,0.7717750457515746,0.7040171359253151,0.5803702486672466,0.7988939465615553,0.8250813218502012,0.7006395072105964,0.6245574705643129,0.7404076932269418,1.8318679906315083e-14,0.6688761662529081,0.4951384128856977,0.6020130776613681,0.7713656620744257,0.7776800623275752,0.6914392005832171,0.6878854447985802,0.8745340390636329,0.5591325865043633,0.74360893247011,0.6877111388351449,0.7807859623032886,0.8851027383455257,0.5704198442292217,0.8410629361059057,0.7179144971505533,0.8130584130504275,0.7389799516409454,0.7750594101744706,0.7302761078951148,0.6300011143403602,0.6851401738224917,0.8590267393698441,0.6900001984017388,0.6499507660919004,0.8946386748114592,0.5639781699764947,0.4409186493358206,0.470851309757814,0.791218014792474,0.83181311177337,0.5397764099469639,0.6339822457297797,0.6010882341631693,0.6628283432916506,0.7731417191412261,0.5050690070460584,0.734890624594585,0.7496913416388302,0.5970860613753772,0.7334383941180618
Hallfrear saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (149va.32–156rb.10),0.6588441605012888,0.5940272491741051,0.6754486983532649,0.7484703147341436,0.7256680146323425,0.7041227044896488,0.523670395668153,0.4482223652612952,0.6487946454309559,0.7455476457043633,0.7179245671529337,0.65085055537187,0.8179672640809355,0.76503912428978,0.6974336862071672,0.846012811226577,0.8588123400664107,0.7614649953447884,0.7132297043554052,0.8143241312689082,0.6688761662529081,1.865174681370263e-14,0.6131998033968131,0.6824350981759817,0.8378888782908962,0.8252763770897222,0.7529035779708966,0.7405118526379562,0.8999086807829584,0.6452998901235292,0.7976140490175728,0.48369653563005366,0.8251919345359495,0.9016869608445102,0.6843232599405311,0.878666663647184,0.7893067781502603,0.8488197693292663,0.7941917863197393,0.8183154808382613,0.7831557079371474,0.4289867764811699,0.48222308268189784,0.8880850571405878,0.755797479518831,0.7202340742358326,0.9155025933516099,0.6637742055345277,0.5863535848523742,0.5721889752569229,0.8343082986403647,0.855684938775938,0.6303015611535224,0.7215725859481232,0.6857080784901846,0.7302459625462527,0.8304723070453003,0.6272513997302758,0.7891958085910475,0.7955066379889321,0.38534027743454635,0.5520727409443579
Codex Frisianus-AM 45 fol.,0.5036578396755216,0.354510001684176,0.5256412174205278,0.6576262590164377,0.555185780724349,0.6084595673609081,0.6672431084419916,0.570402058026209,0.47766412758755084,0.5740773962114794,0.5583324284111931,0.5020483243210669,0.7272456948057422,0.6478019625618305,0.5109687930992111,0.6546271031114621,0.7745639628353398,0.6348768647408113,0.5248202347716717,0.6791058231717255,0.4951384128856977,0.6131998033968131,0.0,0.5017012636867118,0.7208648538333232,0.700844477372002,0.6232309911112048,0.6082775208607947,0.8395180357744142,0.44430806592558625,0.689110878939077,0.6170261187287707,0.7414029082227148,0.8634960983003725,0.4637222061864762,0.792737862872068,0.6819940028262423,0.7632778234337068,0.6931173580037215,0.7281867438965117,0.6879672402015413,0.5688320288392091,0.6213243704937778,0.8316227852281624,0.6311348148828362,0.5740882526239967,0.8736935007060695,0.46900320950290075,0.3079200972770868,0.34744636030682996,0.7604329471827911,0.7886659325779053,0.40767748796009073,0.5434617811558436,0.5151346568588511,0.5865279620738129,0.7361796534615619,0.4023953173303534,0.7092534031407556,0.6846270113206108,0.5274733709234065,0.6792629690026175
Bǿjarlǫg ok Farmannalǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov og farmannslov-Holm perg 34 4to,0.5925063608470463,0.4721837320206971,0.5832559490402452,0.6977612528734747,0.6337611927313431,0.6199602592756914,0.7199425481826318,0.6166472280450073,0.46705575188521165,0.6619442674294067,0.3589779979414063,0.5826803423393043,0.7948142560335448,0.6871161806204802,0.5886695478456778,0.813584449483446,0.8304613568051302,0.6787732524372341,0.6137975597401464,0.6947895309846301,0.6020130776613681,0.6824350981759817,0.5017012636867118,0.0,0.7244168374171215,0.769503355137505,0.6900154289278198,0.6166448099559091,0.8582001414056428,0.1824440574073838,0.741330893145055,0.6951330712207062,0.7613445567311217,0.8753783345227589,0.5787720237263706,0.8103094024461002,0.7085972942998651,0.7703387218790483,0.7546615842836331,0.7821466627888713,0.7229474015485242,0.6481950603474043,0.6839942265589991,0.8628843579236878,0.6631584304059477,0.6417070176564628,0.8932230242808477,0.5542377334141388,0.44928017333616665,0.40969371811672284,0.7645060436564584,0.7666882507820465,0.525257796642847,0.5408489899587923,0.5953630805978398,0.547551573316511,0.7730738450606771,0.5249627187309907,0.7674492337797929,0.6930097722496944,0.5953535838010247,0.7213739310045795
"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",0.7609413353774052,0.7060926593401599,0.7771112491922385,0.8438916519842452,0.7989722001997082,0.7608812721989179,0.8535209337221139,0.8109821457762314,0.7080743650864008,0.8155452376263901,0.7617718734994723,0.7731251508868996,0.8789410797552345,0.8197302100308836,0.7521837668276199,0.8893436590187271,0.9026964270982984,0.8227152787917034,0.7850293796782041,0.8359311277092092,0.7713656620744257,0.8378888782908962,0.7208648538333232,0.7244168374171215,0.0,0.8674782387512225,0.8223679960039937,0.8021661624866468,0.914255573986927,0.7035414139455631,0.848712851950901,0.8362504712343695,0.848004200373558,0.9342957972050075,0.7801972393081659,0.8965338504330128,0.8364474351596458,0.8427288779038797,0.8378826758543155,0.8929068209380726,0.8408495306376877,0.8219019997324845,0.8398420827945039,0.9162867244244749,0.8212838424283218,0.7829144954324888,0.9182748022408644,0.7437000492718709,0.6905723502548288,0.6773843726664608,0.8861304046938495,0.8782245139482341,0.7350388482214153,0.7376341645736358,0.7864663378396749,0.7530353821651499,0.8740279626752168,0.7230750176747884,0.8826420275864406,0.8101062180059524,0.7996358794015715,0.8757217553683536
A fragment of Hákonar saga Hákonarsonar-NRA norr fragm 55 B,0.7753097495852393,0.7074247464457981,0.7736641037760343,0.8481062628918729,0.8014258011877085,0.8176389571212817,0.8488914808307148,0.7987587608364564,0.7568759840274957,0.8027521572051332,0.7983337312534395,0.7686286349838422,0.8671131907716895,0.8387279716566061,0.7750956247568945,0.8671785189017021,0.8981299364020487,0.8336550469419526,0.7718505054653602,0.8534543178647075,0.7776800623275752,0.8252763770897222,0.700844477372002,0.769503355137505,0.8674782387512225,3.219646771412954e-15,0.829757636911219,0.8171071594079031,0.9240570589251943,0.7451036546631771,0.8560906990193168,0.8279151046054564,0.8765580883522275,0.9460593934021926,0.7598136234604851,0.908031344756599,0.8660028907989855,0.8869347601967545,0.8546582768971482,0.8772725759518925,0.8588391996260912,0.8085487800160122,0.824767912040422,0.9286213416158706,0.8332055618232805,0.8090232754183031,0.9436585960119648,0.7587629047728883,0.688231561242461,0.7008542331859229,0.8924929524798489,0.9002213078096002,0.7408280379005887,0.777786562414247,0.7861587846041684,0.8050837342546636,0.8763412293403413,0.7189797714937073,0.8717001912409805,0.8514075239321981,0.7875709149644794,0.8512426298910375
A fragment of Jóns saga helga-NRA norr fragm 57,0.6904676253793283,0.6079048330950534,0.7020241212865539,0.7767354793449903,0.7360468287235478,0.7179619188494712,0.7866352933058017,0.7133786132542328,0.6538333622566432,0.7532113582859266,0.7213321873524479,0.6923467993437236,0.8342025729162568,0.7748576050974119,0.7014008569640332,0.8524895500571519,0.8620427327746242,0.756621979693439,0.7023528173091649,0.7924844327233267,0.6914392005832171,0.7529035779708966,0.6232309911112048,0.6900154289278198,0.8223679960039937,0.829757636911219,5.662137425588298e-15,0.7415435443632187,0.9027709834722796,0.6515346693887514,0.812538617677096,0.7350015537290939,0.8310529788635388,0.9083028158144115,0.6916459394453114,0.8599017907437166,0.7934371522348823,0.8466684163903311,0.8060361468348186,0.8317493826371283,0.8049429301460135,0.7195056571973872,0.7570368373137287,0.8970467226828795,0.7688340298651426,0.7386937105695947,0.9174936012998918,0.6733028990289672,0.584930222059129,0.5773052533021477,0.8428220051573015,0.863085226693088,0.6404822975223088,0.7139869803548891,0.6813911524482448,0.7236645955458963,0.8367814359386775,0.6448730178601243,0.8210054139562398,0.7980666837578055,0.6919999871281605,0.789966735849126
A fragment of Páls saga postula-NRA norr fragm 80,0.6764904603119968,0.5897708009358316,0.6678717660899758,0.7504657174914565,0.6894332816469066,0.6696371770877374,0.7713667359819008,0.6685065615887322,0.536359379942894,0.7322586312840299,0.6384333178583042,0.6641102192859374,0.8353523616035925,0.7539025025324408,0.6805079086070622,0.8515415625981353,0.8667070984234473,0.7258421621712086,0.6954551929492638,0.7743471746749103,0.6878854447985802,0.7405118526379562,0.6082775208607947,0.6166448099559091,0.8021661624866468,0.8171071594079031,0.7415435443632187,0.0,0.901576203994569,0.5574462434104417,0.7873808696811748,0.7536914407619956,0.8188101422781227,0.879491937162147,0.6652056218453718,0.8286687231193879,0.7883241807284265,0.8247702750634429,0.8033984964690297,0.8116826740515484,0.7990574162667432,0.707066539319207,0.7349141623376769,0.9015125980257327,0.7589123355509193,0.7385102624473314,0.9041410572278599,0.6607837818437905,0.566716253825063,0.48843449761340096,0.7731669799212739,0.8392116360476596,0.6082076334144186,0.6223134865213443,0.6607000177525661,0.6373812755802715,0.8374042483151058,0.6254067530241036,0.7942137225253394,0.7706936478179118,0.6656883523895017,0.7530110113089933
Völuspá in Codex Regius-GKS 2365 4to,0.8693279435001647,0.8374742879793486,0.8814807286744276,0.9065972711832129,0.885833181187624,0.8709884708358632,0.9071639708538477,0.890260977889841,0.8533452374989879,0.8998831421640981,0.8768863604585283,0.8758290839338357,0.9356658411961429,0.892709742165336,0.8742504932372263,0.9398445652970758,0.9432592425462986,0.9088378915783906,0.8760544273583709,0.9084694322052422,0.8745340390636329,0.8999086807829584,0.8395180357744142,0.8582001414056428,0.914255573986927,0.9240570589251943,0.9027709834722796,0.901576203994569,0.0,0.8450196552581057,0.9156321309543458,0.8986404846888749,0.920514292017234,0.9616029100068384,0.8694879249569089,0.945033003245834,0.9182311368462059,0.9233004807920842,0.9136552915086001,0.9447512134774048,0.9147413979600172,0.8954508358552813,0.9008804619224399,0.951950070109624,0.9015021697128283,0.8825406798626165,0.9628332026246746,0.8597619802964309,0.8327305522455632,0.8389590961661371,0.9404194851777093,0.9416322476586781,0.8475723586118588,0.8673442195780987,0.884591020558431,0.8742425656106712,0.8332402778096106,0.8356930287952757,0.9298525398688068,0.9102613512480704,0.8815307378596499,0.9257992242789643
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,0.546535373762276,0.4154059787173796,0.5324776872629029,0.6564823916552348,0.5831032516685211,0.5617428883121193,0.6859897702922754,0.5626647989944391,0.38860891692586297,0.6232834265851512,0.2329630772501191,0.5355410474752486,0.7659685919458522,0.6442407241567953,0.5440226039730661,0.790820822690413,0.8098125868756201,0.6372380412771996,0.5753914959612283,0.6715286728232532,0.5591325865043633,0.6452998901235292,0.44430806592558625,0.1824440574073838,0.7035414139455631,0.7451036546631771,0.6515346693887514,0.5574462434104417,0.8450196552581057,3.9312997301976793e-13,0.7115849266733292,0.6615113587992878,0.7366154510644608,0.8498875476843796,0.5400521726626768,0.7821499478158743,0.6877687847423182,0.7451109370724867,0.7259438201459775,0.7494464039966567,0.6967890415517574,0.6037769432283739,0.6441224520234081,0.8523962059075485,0.6319036362711143,0.6093330646304222,0.8805995450892439,0.5071313248221768,0.39655417046583197,0.3218742272637978,0.7235818608443989,0.7374664101462955,0.46474317520845587,0.4784100041469207,0.5404175560480333,0.4816682305840019,0.7550857164410855,0.47995409602847594,0.7306282419438417,0.6527277749662184,0.5467759897193314,0.6788869141868253
