,Gunnlaugs saga Ormstungu-AM 557 4to,Breta sǫgur-AM 573 4to,Karls þáttr vesæla-AM 557 4to,Hróa þáttr heimska-AM 557 4to,Old Norwegian Homily Book-AM 619 4to,Prosper’s Epigrams-AM 677 4to,Pamphilus saga-DG 4-7,Kormáks saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (120vb.21–129rb.7),Bandamanna saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (114ra.41–120vb.21),Hallfreðr saga vandraskald-AM 557 4to,Sveinka þáttr Steinarssonar-AM 557 4to,Valdimars saga-AM 557 4to,Hrafns saga Sveinbjarnarsonar-AM 557 4to,Rögnvalldr ok Rauð-AM 557 4to,Hallfreðar saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (149va.32–156rb.10),Codex Frisianus-AM 45 fol.,Gregory’s Homilies on the Gospels-AM 677 4to,Bǿjarlǫg ok Farmannalǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov og farmannslov-Holm perg 34 4to,"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",Völuspá in Codex Regius-GKS 2365 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,Eiríks saga víðförla-AM 557 4to,Droplaugasona saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (141va.3–147vb.4),Finnboga saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (100ra.1–114ra.41),De xii abusivis saeculi-AM 677 4to,Fóstbræðra saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (198rb.8–201vb.41),De virtutibus et vitiis-AM 619 4to,Trójumanna saga-AM 573 4to,Egils saga Skalla-Grímssonar in Wolfenbüttelbók-WolfAug 9 10 4to,Alexanders saga-AM 519 a 4to,A fragment of Konungs skuggsjá-AM 1056 IX 4to,Reynistaðarbók-AM 764 4to,Dámusta saga-AM 557 4to,Gregory’s Dialogues-AM 677 4to,Eiríks saga rauða-AM 557 4to,Stúfs þáttr Kattarsonar-AM 557 4to,Víga-Glúms saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (129rb.8–141va.32),Ölkofra þáttur according to AM 132 fol (Möðruvallabók)-AM 132 fol (147vb.5–149va.31)
Codex Frisianus-AM 45 fol.,0.20380334532129163,0.15712200936824638,0.28012936726594173,0.4306550201376709,0.2912442989564886,0.41760990690535016,0.34572874498035566,0.23511359358557848,0.25598743934023127,0.19408254679115933,0.5157671463087411,0.3834427350393196,0.24541807614444566,0.27794220305806083,0.19791470256683696,0.0,0.3896262806294881,0.3672155527842903,0.4749006022041302,0.6081271533528564,0.326595840881894,0.42686498581502363,0.1981325245498935,0.17737465226210025,0.6252119585953911,0.24098241490124883,0.3638667720604203,0.2245690970146622,0.10713389936530682,0.2000157068151326,0.5969217257493016,0.2681528690287275,0.2735775449006992,0.540968291454337,0.17907199825233489,0.4923072536513188,0.18706711667636944,0.32459109845520107
Gregory’s Homilies on the Gospels-AM 677 4to,0.3993282015169155,0.3613349674063654,0.4270728895095298,0.5420069784298062,0.3298963316532455,0.3189547706729605,0.4089217557586885,0.39057334140582955,0.35814492584836466,0.3650463599125868,0.6536227934886399,0.5069621615420656,0.4404338237370595,0.4693608821531764,0.37910947037724796,0.3896262806294881,0.0,0.4093863436182579,0.5451117953128021,0.6638412390509101,0.36994763978109235,0.5522978778626497,0.3991141698796118,0.35827143860882327,0.5945792514280204,0.3929565394103388,0.3197571089045992,0.4032378774481806,0.3357110153096726,0.31818704428761324,0.653309849231014,0.4295044086313333,0.4330332425297939,0.1644170449987976,0.38935987334052535,0.6215560290416459,0.3348419004120683,0.42632034784997774
Bǿjarlǫg ok Farmannalǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov og farmannslov-Holm perg 34 4to,0.3674008206259207,0.3324603459283455,0.3892691775114284,0.5134843194654739,0.3549385902770775,0.38227206072926634,0.3819120695417565,0.3746385615506782,0.33579135775803937,0.34049264742414365,0.648734906326877,0.47314018411009917,0.4178322906572528,0.44733251352075254,0.3519727553834259,0.3672155527842903,0.4093863436182579,0.0,0.5248386948039134,0.6590489751914488,0.09006029829433415,0.5421112861290955,0.3844949461187962,0.3405813010283343,0.6067785814724542,0.3806085670945003,0.3351075461490335,0.37155311129281976,0.3076978545950172,0.29544401586103863,0.581327687254837,0.4237626027734587,0.41040350429784367,0.6028887837578178,0.36958753265357114,0.6068409085903474,0.31759680237826027,0.4137598914211539
"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",0.46179965783139443,0.4512188646893024,0.5332767680211785,0.6202936639064817,0.4692382143508961,0.521287467521363,0.4663321356515815,0.4689916852816206,0.4464684058580112,0.4732206407125884,0.6894101799304078,0.5749845592069098,0.5230878245979285,0.5168264432189658,0.46785658424137566,0.4749006022041302,0.5451117953128021,0.5248386948039134,0.0,0.7024436795756187,0.4993131822447774,0.6136737311555654,0.47552786905742905,0.43444589725937166,0.6967959274096676,0.5076223539432893,0.4893727708107233,0.48400826515141915,0.4434631072752604,0.445218463942642,0.6762265055928839,0.5266742909603013,0.5379899077400849,0.6821880095292485,0.4703277277756376,0.7198674972218417,0.44674156262987297,0.5512365856215544
Völuspá in Codex Regius-GKS 2365 4to,0.6139621933369217,0.5871930848373768,0.6675049194341487,0.7312844478775169,0.6224209348319754,0.6916994045962648,0.6321553604905021,0.6228400163736141,0.63372937897528,0.6272297706820109,0.7687246740803945,0.6895549377083194,0.6314402008255356,0.6568711223841792,0.6145047602112929,0.6081271533528564,0.6638412390509101,0.6590489751914488,0.7024436795756187,0.0,0.6471181400508236,0.7002485800432319,0.6095689921389391,0.6098354426634351,0.7653247077116663,0.6328986675671457,0.6468545963476136,0.6152625638165427,0.5858542278748926,0.626978944412848,0.782905982830281,0.6372402014156902,0.6739103179815344,0.7583582654287925,0.5987219357203126,0.7931169171286386,0.6046868768446407,0.7063428019659295
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,0.33011752452562115,0.295995910245467,0.3480308356014715,0.4767627209840971,0.3132457640123403,0.31264495135013237,0.3334981353576567,0.34215013798935134,0.2823795275458123,0.3016272058542967,0.6234876429636869,0.4338977769212269,0.38861973284134343,0.4161446836669098,0.31727744877862407,0.326595840881894,0.36994763978109235,0.09006029829433415,0.4993131822447774,0.6471181400508236,0.0,0.5146302160239877,0.35789850988204397,0.30277902525441824,0.56274006094075,0.3487599314395011,0.2653594598042649,0.33814906900810904,0.27303892806087315,0.22875043587350108,0.5478424166578936,0.38208227278438767,0.3585294914633672,0.5866694889589804,0.3453716288075952,0.5681908813723715,0.2789195097014552,0.36973126325775374
Eiríks saga víðförla-AM 557 4to,0.4211279865706187,0.4138769777271726,0.4718585944267658,0.5829487535222956,0.4598059469606055,0.5760603251672185,0.5127153640820283,0.4664037888005872,0.46926690421819606,0.4311624678748446,0.6603092491737671,0.5587498721184265,0.4885072259145772,0.48573730770511847,0.4291977098871649,0.42686498581502363,0.5522978778626497,0.5421112861290955,0.6136737311555654,0.7002485800432319,0.5146302160239877,0.0,0.455563571966368,0.4260512774249908,0.7028100663227599,0.4687560518026337,0.4900648222171804,0.446551204603822,0.39509087912709284,0.44117524338117864,0.6955996026910607,0.4987653102812406,0.4856587369193416,0.6797994849101934,0.4315465175215364,0.617075545410656,0.44164392634647187,0.5442892832640982
Droplaugasona saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (141va.3–147vb.4),0.2039189561579885,0.18356311953416804,0.2948559916906385,0.43820019039937474,0.3088622180159889,0.45640280993016225,0.34365742195869553,0.19055994867711856,0.22773834194658582,0.19612343100108798,0.5296908238454827,0.3850927672056157,0.2503451363200637,0.29254010016063414,0.17483959212119082,0.1981325245498935,0.3991141698796118,0.3844949461187962,0.47552786905742905,0.6095689921389391,0.35789850988204397,0.455563571966368,0.0,0.14819119226074062,0.6486627623436094,0.20857119918833122,0.3896844549598312,0.2351592776527931,0.13919979459990894,0.24122394785225953,0.6124651878632739,0.3004309783287217,0.3407680519235692,0.5420238495191034,0.1716625634330039,0.5495982557839804,0.1519102006405958,0.3191941841279906
Finnboga saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (100ra.1–114ra.41),0.1525009105398969,0.1292810765291018,0.2400739198772568,0.38497034466592495,0.2616381292562182,0.38053135625597234,0.2733900005570724,0.15092811511879722,0.14396824970308675,0.13973341860198996,0.501443214567719,0.33248632489869356,0.24181334913590202,0.24282462012719352,0.1259414382845463,0.17737465226210025,0.35827143860882327,0.3405813010283343,0.43444589725937166,0.6098354426634351,0.30277902525441824,0.4260512774249908,0.14819119226074062,0.0,0.6261037776069354,0.17179725923100642,0.32129204735017325,0.19210010860756876,0.10553270440343054,0.1559968336860229,0.5602685985176459,0.2638442289101256,0.27566537600245244,0.5169411303163876,0.14249039361902283,0.5037941817679843,0.0932620195202486,0.2723276610510328
De xii abusivis saeculi-AM 677 4to,0.6251791396438977,0.6114299256848539,0.6500724757093692,0.7281942394534016,0.5427609841284092,0.5413836111802568,0.5922758910059905,0.6304142499713923,0.5882611916185443,0.6312100060258086,0.8019040979430094,0.6794499215453784,0.6495667390887332,0.6838354638218902,0.6338687807977645,0.6252119585953911,0.5945792514280204,0.6067785814724542,0.6967959274096676,0.7653247077116663,0.56274006094075,0.7028100663227599,0.6486627623436094,0.6261037776069354,0.0,0.6438113806794199,0.4985342627770788,0.6213114675698448,0.6064411542388819,0.5505180552060366,0.7427970758042033,0.6444715245862762,0.6297039977689172,0.7768194232744565,0.6405295597225922,0.7712579480692406,0.6190578714574246,0.6525909063754258
Fóstbræðra saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (198rb.8–201vb.41),0.24240480953321808,0.21034490399582606,0.3038740520261872,0.4470313367667843,0.3107752654403143,0.4229844388522416,0.35313844624654,0.23076102436131385,0.22468804554399313,0.22129670326275386,0.5520363988343711,0.40098141476656957,0.27737919346542517,0.3278936518591685,0.20753475507213304,0.24098241490124883,0.3929565394103388,0.3806085670945003,0.5076223539432893,0.6328986675671457,0.3487599314395011,0.4687560518026337,0.20857119918833122,0.17179725923100642,0.6438113806794199,0.0,0.36538032066225135,0.2661069971275636,0.17515266244473282,0.2245697609346602,0.6119105352802134,0.3248231488110026,0.33473794574122284,0.5608440372082203,0.2057878838833469,0.551516665612253,0.174873861987076,0.3320859100101057
De virtutibus et vitiis-AM 619 4to,0.3442585178022993,0.31388615468445114,0.38250338511214466,0.5079075047312755,0.23481223389493056,0.2408635433749553,0.2993165779793566,0.3645341655577,0.283331748872516,0.32906003032046094,0.6312400631962218,0.45610470689562477,0.40488996992885273,0.4316974437755774,0.3471489028877407,0.3638667720604203,0.3197571089045992,0.3351075461490335,0.4893727708107233,0.6468545963476136,0.2653594598042649,0.4900648222171804,0.3896844549598312,0.32129204735017325,0.4985342627770788,0.36538032066225135,0.0,0.3568973566647735,0.31923072362144933,0.2166458483392939,0.5559344401440351,0.3662577815095839,0.36506220040075843,0.5969945057808079,0.36436161554099555,0.58517711245475,0.3024599257961954,0.3988870932711306
Trójumanna saga-AM 573 4to,0.23559726204764075,0.17342780967299465,0.3087840133613611,0.4577627059498228,0.2938810080664037,0.4342961326952053,0.31160436390388124,0.2494066408772504,0.25286657493932385,0.2323294525881715,0.542330882821067,0.3786723266363268,0.285487978619702,0.3114141596171489,0.22475674473344742,0.2245690970146622,0.4032378774481806,0.37155311129281976,0.48400826515141915,0.6152625638165427,0.33814906900810904,0.446551204603822,0.2351592776527931,0.19210010860756876,0.6213114675698448,0.2661069971275636,0.3568973566647735,2.6645352591003757e-15,0.17004682390512393,0.22194521984084858,0.5919481402132218,0.3054239424123426,0.3287135010813069,0.5578165558920319,0.21547568274522,0.5615969576167243,0.20406160129197115,0.3651712356323512
Egils saga Skalla-Grímssonar in Wolfenbüttelbók-WolfAug 9 10 4to,0.14523387011995492,0.10874149267689703,0.21957025432973432,0.38617915914285195,0.23805496857486996,0.37261099859539526,0.292146697740607,0.15981526658183032,0.18494269911297934,0.11949160627677935,0.49368310656151093,0.33722349551639774,0.20014094143229144,0.23387545756136163,0.12495873286664838,0.10713389936530682,0.3357110153096726,0.3076978545950172,0.4434631072752604,0.5858542278748926,0.27303892806087315,0.39509087912709284,0.13919979459990894,0.10553270440343054,0.6064411542388819,0.17515266244473282,0.31923072362144933,0.17004682390512393,7.482903185973555e-14,0.15517491354117507,0.5734208746602193,0.24567328318894366,0.24100648500009691,0.5005653433043384,0.11456909609527333,0.4713542208456737,0.11296306082174001,0.2632739720486379
Alexanders saga-AM 519 a 4to,0.21956133278787848,0.16495664424607126,0.2523721082560949,0.4055581180020468,0.23425618982662244,0.2551189866557473,0.2492925178190284,0.2227138688462309,0.15500487137663188,0.18902744959673878,0.5447771014443943,0.33282576777379813,0.2924616971863533,0.3002867895850627,0.20024116091251165,0.2000157068151326,0.31818704428761324,0.29544401586103863,0.445218463942642,0.626978944412848,0.22875043587350108,0.44117524338117864,0.24122394785225953,0.1559968336860229,0.5505180552060366,0.2245697609346602,0.2166458483392939,0.22194521984084858,0.15517491354117507,3.630429290524262e-14,0.532250154691355,0.27138658665671433,0.24730269389311543,0.5403851589808665,0.21886706280611878,0.48343505396480824,0.15282804885926815,0.2800770591878149
A fragment of Konungs skuggsjá-AM 1056 IX 4to,0.5827583593786122,0.5631607549351371,0.6144546620128661,0.6929220890787082,0.5771304388809104,0.5971599119540651,0.5724296216889215,0.6011242387041258,0.5627620689003204,0.5887148041069166,0.7591899545140327,0.6596494941388686,0.6381823879229008,0.6426772469014406,0.5900891489193527,0.5969217257493016,0.653309849231014,0.581327687254837,0.6762265055928839,0.782905982830281,0.5478424166578936,0.6955996026910607,0.6124651878632739,0.5602685985176459,0.7427970758042033,0.6119105352802134,0.5559344401440351,0.5919481402132218,0.5734208746602193,0.532250154691355,0.0,0.6155741902249476,0.6205508299417668,0.7745228784596534,0.5929844044327319,0.7557585877498645,0.5678103811673003,0.6454697679729728
