,Konungs skuggsjá-AM 243 bα fol,Alexanders saga-AM 519 a 4to,Breta sǫgur-AM 573 4to,Trójumanna saga-AM 573 4to,De virtutibus et vitiis-AM 619 4to,Old Norwegian Homily Book-AM 619 4to,"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",1. De xii abusivis saeculi-AM 677 4to,2. Prosper’s Epigrams-AM 677 4to,3. Gregory’s Homilies on the Gospels-AM 677 4to,4. Gregory’s Dialogues-AM 677 4to,Pamphilus saga-DG 4-7,Strengleikar-DG 4–7,Óláfs saga ins helga (legendary version)-DG 8 II,Eddic poems-GKS 2365 4to,Thómass saga erkibiskups-Holm perg 17 4to,Bǿjarlǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov-Holm perg 34 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,Þiðriks saga af Bern (medieval text)-Holm perg 4 fol,Barlaams ok Josaphats saga-Holm perg 6 fol
4. Gregory’s Dialogues-AM 677 4to,0.21756196494939695,0.14804038411111486,0.2263437456627091,0.26720140153700966,0.24406998389432988,0.24823720112260605,0.5079847658500114,0.5328109009331343,0.24827615009508275,0.10432306724134499,0.0,0.3334404836413848,0.2758570436048243,0.22031895016311565,0.6210516160660691,0.32258917471508863,0.8242320517398523,0.2730795331050986,0.2652358805146364,0.24557599817083564
Pamphilus saga-DG 4-7,0.30877818689169256,0.2884815926696944,0.2922156683710633,0.33044271913651124,0.34299769814521164,0.35336836252124326,0.5794664741678062,0.6397760321548516,0.42704691736056344,0.34192546798040147,0.3334404836413848,0.0,0.3209612492807692,0.29945847913051704,0.6651273471419022,0.39379624929249524,0.8281549257910019,0.3876880172999301,0.2970209208246013,0.2766202299765159
Strengleikar-DG 4–7,0.13940875769696348,0.21676373614293276,0.1814912638298728,0.236421530388789,0.34871273594925223,0.31419806648359727,0.520398625384672,0.6301423662002537,0.4076987546371087,0.3329948869067264,0.2758570436048243,0.3209612492807692,1.0702549957386509e-13,0.10658263481114338,0.5887257587433347,0.19979341698132236,0.8049158401345775,0.33005914593832475,0.09699135383941626,0.13909768626729613
Óláfs saga ins helga (legendary version)-DG 8 II,0.1049941042466791,0.1623636703106368,0.16115134326557368,0.21543267339892147,0.2972527830711006,0.2761097247472266,0.5196522769141115,0.5973262679358495,0.3398106554767081,0.2781617864028674,0.22031895016311565,0.29945847913051704,0.10658263481114338,0.0,0.5782323706623671,0.18967487192633903,0.7979971067513999,0.27076053913631826,0.08165975587646479,0.14341109472407498
Eddic poems-GKS 2365 4to,0.5949506977432564,0.62696199872142,0.6075570350688988,0.6341561442613337,0.672283982101512,0.6598064889549603,0.7329616465262447,0.7993124703738121,0.6909954425028408,0.642660764119402,0.6210516160660691,0.6651273471419022,0.5887257587433347,0.5782323706623671,0.0,0.6425370558115155,0.8950356400934776,0.6594370981776341,0.572651321623669,0.6037500547568495
Thómass saga erkibiskups-Holm perg 17 4to,0.16141679275020437,0.23850368454889126,0.27769459316035383,0.33637239936051544,0.3439879138055151,0.3616991029638026,0.601526425767734,0.6549818205430353,0.3951282090678888,0.3443115248089619,0.32258917471508863,0.39379624929249524,0.19979341698132236,0.18967487192633903,0.6425370558115155,0.0,0.8253950896095075,0.3563654373682107,0.21173166270063581,0.2123277408283124
Bǿjarlǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov-Holm perg 34 4to,0.8136487248496043,0.8123098206577467,0.7974943144991191,0.8159749488038431,0.8347507348230974,0.8081935369154654,0.8800419733413924,0.9025872203573311,0.8579100629995368,0.8278533941110474,0.8242320517398524,0.828154925791002,0.8049158401345774,0.7979971067514,0.8950356400934777,0.8253950896095076,0.0,0.7641446120296917,0.792541868658974,0.7890021621707028
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,0.23596390568255465,0.24824696441595484,0.2821283420275149,0.33439985344598666,0.3184955877501049,0.3318063975717652,0.5443736659211127,0.6149460645920938,0.3345193608482451,0.302050258099261,0.2730795331051483,0.3876880172999704,0.3300591459383696,0.270760539136365,0.6594370981776569,0.35636543736825566,0.7641446120297075,0.0,0.2937026690234409,0.2865068260916259
Þiðriks saga af Bern (medieval text)-Holm perg 4 fol,0.14687770074461248,0.18417704530509538,0.15679447511972,0.2018921494796515,0.33870820981778593,0.29743220647737656,0.48355573491715564,0.6208772109524561,0.39808522773640986,0.31634991133983115,0.2652358805146259,0.2970209208245893,0.09699135383941371,0.08165975587646346,0.5726513216236624,0.2117316627006227,0.7925418686589709,0.29370266902338316,1.587618925213974e-14,0.1430064212097497
Barlaams ok Josaphats saga-Holm perg 6 fol,0.14119361792553176,0.1811424344668383,0.14946776999338685,0.19674773494602937,0.25460368907432374,0.2213779771231592,0.4903694437318442,0.5989632289222089,0.3499937638583791,0.2772257505367509,0.24557599817072884,0.27662022997641633,0.13909768626717434,0.14341109472395397,0.6037500547567947,0.2123277408282035,0.7890021621706735,0.28650682609148037,0.1430064212096438,1.192379528447418e-13
