,Konungs skuggsjá-AM 243 bα fol,Alexanders saga-AM 519 a 4to,Breta sǫgur-AM 573 4to,Trójumanna saga-AM 573 4to,De virtutibus et vitiis-AM 619 4to,Old Norwegian Homily Book-AM 619 4to,"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",1. De xii abusivis saeculi-AM 677 4to,2. Prosper’s Epigrams-AM 677 4to,3. Gregory’s Homilies on the Gospels-AM 677 4to,4. Gregory’s Dialogues-AM 677 4to,Pamphilus saga-DG 4-7,Strengleikar-DG 4–7,Óláfs saga ins helga (legendary version)-DG 8 II,Eddic poems-GKS 2365 4to,Thómass saga erkibiskups-Holm perg 17 4to,Bǿjarlǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov-Holm perg 34 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,Þiðriks saga af Bern (medieval text)-Holm perg 4 fol,Barlaams ok Josaphats saga-Holm perg 6 fol
4. Gregory’s Dialogues-AM 677 4to,0.1933419526150406,0.11996186614961768,0.17908327938144286,0.21414228154317294,0.19980622923504288,0.20001477682770408,0.4295245394541285,0.42787771181320244,0.21144509524031496,0.06986193571384147,9.769962616701378e-15,0.267033171541706,0.243927304757809,0.19768590665245023,0.5568296205455252,0.29787427223567453,0.7832821624115652,0.2248356922986583,0.2428145224441246,0.21493106894243608
Pamphilus saga-DG 4-7,0.24667611936374712,0.2253026609849681,0.20567606630625468,0.23975772537758178,0.2637428620247273,0.26621862443253563,0.4832353550816565,0.5314728553108863,0.36625941840421083,0.2707333772530853,0.267033171541706,0.0,0.25340720766152314,0.2365053762226742,0.5843052178577884,0.33464561236492785,0.7729254872170193,0.3086214750464451,0.23304101083912632,0.2029222387097267
Strengleikar-DG 4–7,0.11525661997382164,0.1921643449838839,0.12988145264838413,0.17797476226912423,0.29989842394208754,0.2626022674675367,0.44063637415856116,0.5439457663801288,0.3774784151418138,0.29922882301366016,0.243927304757809,0.25340720766152314,0.0,0.08484324851087155,0.5191179152589813,0.17327976597187733,0.7589361065595346,0.28498989584228496,0.07556341309239922,0.1070229936196524
Óláfs saga ins helga (legendary version)-DG 8 II,0.09315233381220456,0.14699293245652068,0.12217286525598747,0.16927371873159125,0.25314096168777267,0.23338729067318553,0.4496239292665978,0.5121331265919099,0.31402789210502435,0.2518487999734552,0.19768590665245023,0.2365053762226742,0.08484324851087155,0.0,0.5120778981401204,0.17358121633903323,0.7561942075665443,0.23424846661179777,0.07298377129892097,0.12233985568374472
Eddic poems-GKS 2365 4to,0.5325006394773024,0.5677412453898509,0.5326771459958024,0.5583190936865885,0.6047629000369292,0.591345926381597,0.651449651120387,0.7216650177507833,0.6345370978590945,0.5802762307530889,0.5568296205455252,0.5843052178577884,0.5191179152589813,0.5120778981401204,0.0,0.5835079101276051,0.8550995560707553,0.5927113624502515,0.5049230341179948,0.5479031056727133
Thómass saga erkibiskups-Holm perg 17 4to,0.145262014839741,0.21952775586705775,0.23762539265361027,0.29191476258733573,0.2991449451400209,0.31818355744685867,0.5393072600938542,0.5791774029050539,0.3671457005890829,0.3159435373095896,0.29787427223567453,0.33464561236492785,0.17327976597187733,0.17358121633903323,0.5835079101276051,7.138734048339757e-14,0.7871187417845763,0.3173941871510779,0.1967158447779438,0.19073619775629203
Bǿjarlǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov-Holm perg 34 4to,0.7735136573874741,0.7718155707017236,0.7465754981519883,0.7666743379634129,0.789938646243414,0.7576094543770626,0.833292635015663,0.8578552350700972,0.8226974993671734,0.7858413291148512,0.7832821624115652,0.7729254872170193,0.7589361065595346,0.7561942075665443,0.8550995560707553,0.7871187417845763,0.0,0.7316042284225653,0.747888406278736,0.7397324855721473
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,0.1939580882481836,0.20655956652561902,0.22311478325081713,0.2708095273612684,0.24923550037002207,0.2664671704158127,0.4574493802894253,0.5155082176141916,0.2841398911656591,0.24951949487460778,0.22483569229866518,0.30862147504645066,0.2849898958422885,0.23424846661180687,0.5927113624502545,0.3173941871510826,0.7316042284225674,0.0,0.2562830942516634,0.23729376030958016
Þiðriks saga af Bern (medieval text)-Holm perg 4 fol,0.13522291323645874,0.17046715222716857,0.1183659922190794,0.15564538803764472,0.296416234184235,0.2536347702693684,0.4054539561256151,0.5388087492994043,0.37453026776453147,0.2903126943615919,0.24281452244406998,0.23304101083906525,0.07556341309233372,0.07298377129884992,0.5049230341179555,0.19671584477787873,0.7478884062787161,0.25628309425159923,7.882583474838611e-14,0.11883567741954537
Barlaams ok Josaphats saga-Holm perg 6 fol,0.12322938368894087,0.15621878411682855,0.09441850103348182,0.13518004932921945,0.20049078422789557,0.16392061648741219,0.40460658589672416,0.5069796118197794,0.3177124786497607,0.24392142723048715,0.21493106894237424,0.2029222387096642,0.1070229936195749,0.12233985568368588,0.547903105672678,0.1907361977562263,0.7397324855721268,0.23729376030951443,0.1188356774195457,7.760458942129844e-14
