,Gunnlaugs saga Ormstungu-AM 557 4to,Breta sǫgur-AM 573 4to,Karls þáttr vesæla-AM 557 4to,Hróa þáttr heimska-AM 557 4to,Old Norwegian Homily Book-AM 619 4to,Prosper’s Epigrams-AM 677 4to,Pamphilus saga-DG 4-7,Kormáks saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (120vb.21–129rb.7),Bandamanna saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (114ra.41–120vb.21),Þiðriks saga af Bern (medieval text)-Holm perg 4 fol,Hallfreðr saga vandraskald-AM 557 4to,Sveinka þáttr Steinarssonar-AM 557 4to,Valdimars saga-AM 557 4to,Barlaams ok Josaphats saga-Holm perg 6 fol,Strengleikar-DG 4–7,Hrafns saga Sveinbjarnarsonar-AM 557 4to,Rögnvalldr ok Rauð-AM 557 4to,Hallfreðar saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (149va.32–156rb.10),Codex Frisianus-AM 45 fol.,Gregory’s Homilies on the Gospels-AM 677 4to,Bǿjarlǫg ok Farmannalǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov og farmannslov-Holm perg 34 4to,"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",Völuspá in Codex Regius-GKS 2365 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,Eiríks saga víðförla-AM 557 4to,Thómass saga erkibiskups-Holm perg 17 4to,Droplaugasona saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (141va.3–147vb.4),Finnboga saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (100ra.1–114ra.41),De xii abusivis saeculi-AM 677 4to,Fóstbræðra saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (198rb.8–201vb.41),De virtutibus et vitiis-AM 619 4to,Konungs skuggsjá-AM 243 bα fol,Trójumanna saga-AM 573 4to,Egils saga Skalla-Grímssonar in Wolfenbüttelbók-WolfAug 9 10 4to,Alexanders saga-AM 519 a 4to,A fragment of Konungs skuggsjá-AM 1056 IX 4to,Reynistaðarbók-AM 764 4to,Dámusta saga-AM 557 4to,Óláfs saga ins helga (legendary version)-DG 8 II,Gregory’s Dialogues-AM 677 4to,Eiríks saga rauða-AM 557 4to,Stúfs þáttr Kattarsonar-AM 557 4to,Víga-Glúms saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (129rb.8–141va.32),Ölkofra þáttur according to AM 132 fol (Möðruvallabók)-AM 132 fol (147vb.5–149va.31)
Hallfreðr saga vandraskald-AM 557 4to,0.167556351060952,0.19530157658536473,0.23620721856539595,0.3592086326402695,0.332011629578144,0.38731329285112426,0.3255742706148269,0.20726028097312876,0.1682331825454294,0.2399958443802026,0.0,0.53077956255949,0.3701541497942842,0.2436468792609794,0.2723662739281665,0.26893309182542147,0.2630041098502165,0.12914898188801838,0.19301741244636283,0.30499985194192125,0.33251818345843254,0.5030978820762878,0.6580560109965352,0.27786802467308325,0.43336061638704004,0.3704464012553086,0.20043509462414766,0.13683133368752898,0.6568928429778907,0.21079929345425485,0.33072982362095793,0.23888866020529442,0.2732034919244858,0.12165303022312168,0.19372198937510132,0.6171032428953387,0.30392421077970566,0.2605802355841974,0.20771176478175235,0.25228818866433655,0.18385433542467233,0.4132171949825292,0.1293590957317199,0.29105219572420393
Sveinka þáttr Steinarssonar-AM 557 4to,0.5387628400433815,0.5114958530236893,0.55446421952824,0.6589477673022393,0.6063483439540334,0.6712310003512951,0.6198776786180686,0.5493949615271311,0.5332489991124769,0.5390361045801642,0.53077956255949,0.0,0.6440473357064282,0.5318581683127921,0.5652212429870541,0.5775091067741771,0.5699084238349499,0.5257891137740263,0.5325476223974888,0.6146183283285762,0.6198507815591495,0.6927525462438417,0.8048990317895888,0.5818389040692937,0.6618708476201685,0.6293184042244255,0.5424294062979959,0.49762814498250063,0.8011218747961307,0.5417181671933682,0.6192851903820842,0.5739063345222369,0.5737648095753041,0.4970242366657671,0.5422664512583665,0.7646989649261924,0.5875167771819667,0.5917516606530149,0.5439500856052759,0.5869685697570286,0.5169468494548348,0.7012248000650003,0.518091446857765,0.6181126453281771
Valdimars saga-AM 557 4to,0.37198845931883795,0.352825402747704,0.40809363173304614,0.500464846347583,0.48204999294449247,0.5579606775138364,0.46332357471178165,0.4170242985276956,0.3741627581083755,0.37458718065033303,0.3701541497942842,0.6440473357064282,7.882583474838611e-15,0.38201941183885246,0.42444244826632394,0.4471699765451598,0.4345532920669656,0.38184675239044674,0.38114444703566586,0.48655682280762047,0.49845784921036707,0.6200475694040499,0.7349696191877975,0.4543984024045342,0.5583766868325197,0.5059911260937036,0.3967974469578669,0.34939268153528413,0.7369776336584688,0.4110271255622716,0.5030945567110666,0.4232390032873218,0.4096139062375054,0.3388243482152892,0.37928743907943874,0.7077969876583234,0.4421067549133072,0.43008630827251115,0.3930341040292462,0.4471673014700974,0.37463480775743774,0.5624650751592426,0.35509334462476627,0.4853048835332703
Barlaams ok Josaphats saga-Holm perg 6 fol,0.23534665435501134,0.16809533765929952,0.2996845107141317,0.4349691038156349,0.25873109408958317,0.3871213941751426,0.3089230394605321,0.2931988533573966,0.27111783741861495,0.1674090199484296,0.2436468792609794,0.5318581683127921,0.38201941183885246,1.1080025785759062e-13,0.17061132073947605,0.29386845278248874,0.30580866148613617,0.2519350115604089,0.2148516995005496,0.29470265001211404,0.3553194959254975,0.4786972967244548,0.6385954301704885,0.3024411620559784,0.4273788998767989,0.26861740108887566,0.27235453114871777,0.20862989392820563,0.6476533207788544,0.28855052437071016,0.2833321038572957,0.161344891725838,0.23628515133339778,0.17821376360765606,0.19737212807423843,0.589502262758456,0.2725628074915455,0.32397664350981603,0.16104585786505987,0.262846275796185,0.2225651194047985,0.5225063872838867,0.2244194613342838,0.3884858061006725
Strengleikar-DG 4–7,0.26728248658498743,0.21676014471418992,0.3416513627889807,0.469377235014226,0.36988717906759405,0.4646537487270642,0.36490273006213636,0.3060276420084759,0.2927265188175203,0.10233215072917812,0.2723662739281665,0.5652212429870541,0.42444244826632394,0.17061132073947605,0.0,0.348946900325793,0.3378298763655301,0.26716416699590073,0.24727300152193699,0.3744962542818908,0.4057859280922803,0.5189116044754652,0.6219708473392799,0.3648072983241937,0.4742846801748767,0.23580420882541342,0.2891390957568146,0.2257659771392435,0.6865851079951989,0.3085913887186271,0.39869097654654795,0.1553932772664951,0.28874075603641114,0.20915557198129353,0.2518121183733725,0.6230311007195588,0.3384370564515641,0.3563579153184563,0.11776915906181629,0.3150012241722745,0.25723130693053287,0.5349969020623309,0.24152061089752497,0.40665971914555377
Hrafns saga Sveinbjarnarsonar-AM 557 4to,0.272784024378636,0.26605072629706905,0.3270754047669906,0.4565564988986889,0.3669583745835512,0.4519701566302561,0.40694325160201195,0.303346476928153,0.2977355787777475,0.3280739342500125,0.26893309182542147,0.5775091067741771,0.4471699765451598,0.29386845278248874,0.348946900325793,0.0,0.3492509095036139,0.26934109253973704,0.24937462078272266,0.3676172860352994,0.3859298321013901,0.5158797483665516,0.6832352313375074,0.33206964179553644,0.48107262178154775,0.4513315494525475,0.27249184474850063,0.25156018477876874,0.6601146631204482,0.29145242096617807,0.3862696059934615,0.3337645986530908,0.3263272886159245,0.2093780095168053,0.2859514223086328,0.6444906995322082,0.35491330093596174,0.3477749080008403,0.29369062301365134,0.30797629802902793,0.24660712820172404,0.5288466195091459,0.254813188064848,0.3940541009735695
Rögnvalldr ok Rauð-AM 557 4to,0.26921694387448125,0.2696198325902901,0.33239377640623924,0.4370558081520176,0.4062728443964676,0.50090451919937,0.39607432656794084,0.29118364522337403,0.27831920285451495,0.3140601675631256,0.2630041098502165,0.5699084238349499,0.4345532920669656,0.30580866148613617,0.3378298763655301,0.3492509095036139,2.220446049250313e-15,0.2621802714595344,0.27895181784483525,0.41062060269861134,0.4335689177974439,0.5369029062194932,0.6956386655600758,0.39243808795008794,0.4767722154127889,0.45203795443639283,0.2906449151613443,0.23410067852839,0.7066507522031085,0.3139294283087015,0.41713264272946826,0.3530673503969559,0.3369819762045907,0.22812518946740867,0.30123641335999607,0.6689561047454082,0.37819841539919796,0.3630464058078512,0.29416527491643785,0.3587401344729687,0.25639459339128745,0.499481655097306,0.24084283343045199,0.4122364500579888
Hallfreðar saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (149va.32–156rb.10),0.16574517333020833,0.2004801406416704,0.24914235589918765,0.3762856547255201,0.342225933974459,0.40572444136645214,0.33153123481393143,0.16399644119621704,0.16174524273621205,0.22524146531085265,0.12914898188801838,0.5257891137740263,0.38184675239044674,0.2519350115604089,0.26716416699590073,0.26934109253973704,0.2621802714595344,0.0,0.19665144392144807,0.30627060889490165,0.3386585482182549,0.49247180076708374,0.6541458863395474,0.28861810481702577,0.42503738400965585,0.38174348369105926,0.1760225372091757,0.12037278647092198,0.6503319220209913,0.19971617006046183,0.350480027365336,0.2558608087112937,0.2729284785647229,0.1255433558493203,0.19583980032155124,0.6177131928839681,0.31445258691242295,0.2816957842043867,0.20180022970475708,0.25133427218966065,0.17876072881166916,0.4258746397208467,0.12057281236366879,0.29461632783239355
Codex Frisianus-AM 45 fol.,0.19884797175186442,0.16286013455885429,0.264589687826552,0.4064471778332215,0.31652943495008845,0.3844243759044347,0.3482716962804119,0.2411587945227237,0.21777344852180025,0.2294342459092542,0.19301741244636283,0.5325476223974888,0.38114444703566586,0.2148516995005496,0.24727300152193699,0.24937462078272266,0.27895181784483525,0.19665144392144807,0.0,0.2938605435839887,0.3265999524305756,0.47237585292460893,0.6497789957552459,0.26429506081771625,0.4287012098023687,0.3631486496177635,0.19106274628825626,0.16252485542239203,0.6336706996988218,0.2212578190940604,0.3375797736170518,0.23383063552160266,0.2464029705208325,0.10999216445994742,0.17979209725380563,0.6005251647095687,0.26409029261681305,0.2696612449289393,0.20031953765890742,0.22684437073246866,0.17067751155296906,0.4793597497614974,0.16774788367091986,0.32372525080398074
Gregory’s Homilies on the Gospels-AM 677 4to,0.3385417605370531,0.2990342732262785,0.36876475234295314,0.4804788816995865,0.2665510664357523,0.2711017736866087,0.3791940296288253,0.347159340681122,0.29614311381367475,0.3535920613469924,0.30499985194192125,0.6146183283285762,0.48655682280762047,0.29470265001211404,0.3744962542818908,0.3676172860352994,0.41062060269861134,0.30627060889490165,0.2938605435839887,0.0,0.3720402949023902,0.5408077738328239,0.6766996463964101,0.3142840190050834,0.49102542409690464,0.4031233617001224,0.3323151382384807,0.2947394022658435,0.5824209255554572,0.3248974459042546,0.2263940106901342,0.2898502047443221,0.35567515458657095,0.2535961613565877,0.20284565774238272,0.649737303800846,0.35120369584385547,0.3712146363639047,0.3094976709470756,0.12535562909549014,0.3229416398860715,0.5080056879006116,0.2623537746425164,0.37431439010934686
Bǿjarlǫg ok Farmannalǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov og farmannslov-Holm perg 34 4to,0.357714827045293,0.3357579002053015,0.3844362622142967,0.48733913378999183,0.4121202958662402,0.43736146216828664,0.4456566227963882,0.38522172579693903,0.35891046567690765,0.3628148529605637,0.33251818345843254,0.6198507815591495,0.49845784921036707,0.3553194959254975,0.4057859280922803,0.3859298321013901,0.4335689177974439,0.3386585482182549,0.3265999524305756,0.3720402949023902,3.1086244689504383e-15,0.5459174402569521,0.7045842021568778,0.1087079292608153,0.5558431067203831,0.47003676451883103,0.3589433640282179,0.3335133338517342,0.6975162812825979,0.37178294296848957,0.40786192880933625,0.33111727002415137,0.40040727216655414,0.2765792024680209,0.3213359223090022,0.6353935932116811,0.42610672434070196,0.41027270301222096,0.34287369444349325,0.33374957421972296,0.35145742439084027,0.5557294093624259,0.31127243834541996,0.41510111995505683
"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",0.5002930339641616,0.46521378133528024,0.5541076653647776,0.6587443468601901,0.5521077273081139,0.6328773924157327,0.5742609944352659,0.5073863052824485,0.5335689336632687,0.48385334542353087,0.5030978820762878,0.6927525462438417,0.6200475694040499,0.4786972967244548,0.5189116044754652,0.5158797483665516,0.5369029062194932,0.49247180076708374,0.47237585292460893,0.5408077738328239,0.5459174402569521,9.992007221626409e-16,0.7555479089682471,0.5262245530795326,0.6339095740094749,0.6153550614234167,0.49151265426225865,0.48234415092917393,0.7819561318712778,0.5210473667586353,0.5751876343893635,0.5505608600689589,0.48958536076353176,0.4498785370039132,0.49812768180057776,0.742924046648131,0.5400817503564881,0.5832841357713237,0.5138185599801695,0.49634585919483254,0.47226528719496375,0.7129771228321418,0.48502046329064863,0.6109355447336138
Völuspá in Codex Regius-GKS 2365 4to,0.6650210370635863,0.6496320827658137,0.6988951947983877,0.740264304406721,0.707884036908315,0.7293987882786435,0.709098660918167,0.6706298333327654,0.6654000392595998,0.6060296376645056,0.6580560109965352,0.8048990317895888,0.7349696191877975,0.6385954301704885,0.6219708473392799,0.6832352313375074,0.6956386655600758,0.6541458863395474,0.6497789957552459,0.6766996463964101,0.7045842021568778,0.7555479089682471,4.884981308350689e-15,0.6930575126082563,0.7526306154497283,0.6729296068749571,0.6512175046246529,0.6476734977613678,0.8348407740025824,0.6705462725802671,0.7149935858162926,0.6252823732748796,0.6845315587123713,0.6291829514547813,0.6638652580056335,0.8330987996506167,0.6872715631164715,0.70451819411226,0.6153975277481445,0.6579438887077755,0.6518813414556734,0.7763687368793536,0.6434945180226577,0.7214129279291313
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,0.306199905613593,0.28463144390722517,0.32437576952217884,0.43654323994040445,0.3576599864250255,0.36506423668092614,0.4012028697951189,0.34415198964054294,0.29367333664126294,0.318756159718773,0.27786802467308325,0.5818389040692937,0.4543984024045342,0.3024411620559784,0.3648072983241937,0.33206964179553644,0.39243808795008794,0.28861810481702577,0.26429506081771625,0.3142840190050834,0.1087079292608153,0.5262245530795326,0.6930575126082563,0.0,0.5163573442391427,0.41909896689114556,0.3124044554904424,0.27655936099637657,0.6584375434266279,0.3170911502999656,0.34276445321847493,0.2670601073167779,0.35349265582776945,0.22384672446733112,0.2519656888207711,0.6054238310890666,0.3702638685121822,0.3515335268174715,0.29225467423937923,0.2797964169339673,0.2982876994850966,0.5066952499733959,0.25249756140810253,0.35525301940931175
Eiríks saga víðförla-AM 557 4to,0.4175396735528343,0.42565840920784226,0.47108250612189384,0.5551443691310808,0.4718934408475086,0.5909133431339496,0.5139565604645231,0.4549634504510316,0.4329521150628085,0.4572713255442158,0.43336061638704004,0.6618708476201685,0.5583766868325197,0.4273788998767989,0.4742846801748767,0.48107262178154775,0.4767722154127889,0.42503738400965585,0.4287012098023687,0.49102542409690464,0.5558431067203831,0.6339095740094749,0.7526306154497283,0.5163573442391427,9.992007221626409e-16,0.567535885455926,0.44503044441454376,0.41130926491772846,0.7301423591712708,0.4513022571139115,0.5018220125844891,0.48956938227706404,0.47596715701056536,0.40039268360276636,0.46418281876775247,0.7315777144618668,0.48707854807960715,0.48269966414639254,0.4412893960371108,0.4618402723534888,0.42209110986788745,0.6113272003640503,0.41391500748197096,0.5451167829111959
Thómass saga erkibiskups-Holm perg 17 4to,0.39314961976293994,0.33834476194482044,0.4242148312477807,0.5347419200711394,0.4318248079161454,0.4683741147744974,0.4551097607786029,0.4268890647016145,0.3728338085855508,0.23890132981560508,0.3704464012553086,0.6293184042244255,0.5059911260937036,0.26861740108887566,0.23580420882541342,0.4513315494525475,0.45203795443639283,0.38174348369105926,0.3631486496177635,0.4031233617001224,0.47003676451883103,0.6153550614234167,0.6729296068749571,0.41909896689114556,0.567535885455926,1.8096635301390052e-13,0.4077416122600124,0.3454269872401794,0.7191107874193405,0.4052628712309815,0.4170344517205603,0.19706253698420195,0.4049396041480926,0.329671885833271,0.30269455572198256,0.661863040041266,0.40630638960335974,0.43189845407338234,0.21986723943743192,0.37808010407977377,0.3816810264490327,0.582962675884747,0.34917059459556754,0.4723202474422794
