NRA 1 C II,NRA 1 C III
NRA 1 C II,NRA 1 C IV
NRA 1 C II,NRA 1 C V
NRA 1 C III,NRA 1 C IV
NRA 1 C III,NRA 1 C V
NRA 1 C IV,NRA 1 C V
Holm perg 2 4to,AM 68 fol
Holm perg 2 4to,AM 75 a fol
Holm perg 2 4to,AM 75 b fol
Holm perg 2 4to,AM 75 c fol
Holm perg 2 4to,AM 75 e 3 fol
Holm perg 2 4to,AM 325 V 4to
Holm perg 2 4to,AM 325 VII 4to
Holm perg 2 4to,AM 1056 I 4to
Holm perg 2 4to,Holm perg 4 4to
AM 68 fol,AM 75 a fol
AM 68 fol,AM 75 b fol
AM 68 fol,AM 75 c fol
AM 68 fol,AM 75 e 3 fol
AM 68 fol,AM 325 V 4to
AM 68 fol,AM 325 VII 4to
AM 68 fol,AM 1056 I 4to
AM 68 fol,Holm perg 4 4to
AM 75 a fol,AM 75 b fol
AM 75 a fol,AM 75 c fol
AM 75 a fol,AM 75 e 3 fol
AM 75 a fol,AM 325 V 4to
AM 75 a fol,AM 325 VII 4to
AM 75 a fol,AM 1056 I 4to
AM 75 a fol,Holm perg 4 4to
AM 75 b fol,AM 75 c fol
AM 75 b fol,AM 75 e 3 fol
AM 75 b fol,AM 325 V 4to
AM 75 b fol,AM 325 VII 4to
AM 75 b fol,AM 1056 I 4to
AM 75 b fol,Holm perg 4 4to
AM 75 c fol,AM 75 e 3 fol
AM 75 c fol,AM 325 V 4to
AM 75 c fol,AM 325 VII 4to
AM 75 c fol,AM 1056 I 4to
AM 75 c fol,Holm perg 4 4to
AM 75 e 3 fol,AM 325 V 4to
AM 75 e 3 fol,AM 325 VII 4to
AM 75 e 3 fol,AM 1056 I 4to
AM 75 e 3 fol,Holm perg 4 4to
AM 325 V 4to,AM 325 VII 4to
AM 325 V 4to,AM 1056 I 4to
AM 325 V 4to,Holm perg 4 4to
AM 325 VII 4to,AM 1056 I 4to
AM 325 VII 4to,Holm perg 4 4to
AM 1056 I 4to,Holm perg 4 4to
GKS 1812 4to,AM 671 4to
GKS 1812 4to,AM 249 l fol
GKS 1812 4to,AM 732 b 4to
GKS 1812 4to,OsloOlds C 13270
AM 671 4to,AM 249 l fol
AM 671 4to,AM 732 b 4to
AM 671 4to,OsloOlds C 13270
AM 249 l fol,AM 732 b 4to
AM 249 l fol,OsloOlds C 13270
AM 732 b 4to,OsloOlds C 13270
DG 11,AM 748 I b 4to
AM 238 X fol,AM 921 IV 2 4to
AM 238 X fol,NRA 71
AM 921 IV 2 4to,NRA 71
AM 238 XVII fol,AM 655 XXV 4to
AM 234 fol,AM 657 a-b 4to
AM 544 4to,AM 677 4to
AM 47 fol,AM 45 fol
AM 47 fol,AM 39 fol
AM 47 fol,AM 325 VIII 1 4to
AM 47 fol,Holm perg 36 II 4to
AM 47 fol,AM 392 I fol
AM 47 fol,Holm perg 9 II fol
AM 47 fol,Lbs frg 82
AM 47 fol,NRA 53
AM 47 fol,Lbs fragm 82
AM 45 fol,AM 39 fol
AM 45 fol,AM 325 VIII 1 4to
AM 45 fol,Holm perg 36 II 4to
AM 45 fol,AM 392 I fol
AM 45 fol,Holm perg 9 II fol
AM 45 fol,Lbs frg 82
AM 45 fol,NRA 53
AM 45 fol,Lbs fragm 82
AM 39 fol,AM 325 VIII 1 4to
AM 39 fol,Holm perg 36 II 4to
AM 39 fol,AM 392 I fol
AM 39 fol,Holm perg 9 II fol
AM 39 fol,Lbs frg 82
AM 39 fol,NRA 53
AM 39 fol,Lbs fragm 82
AM 325 VIII 1 4to,Holm perg 36 II 4to
AM 325 VIII 1 4to,AM 392 I fol
AM 325 VIII 1 4to,Holm perg 9 II fol
AM 325 VIII 1 4to,Lbs frg 82
AM 325 VIII 1 4to,NRA 53
AM 325 VIII 1 4to,Lbs fragm 82
Holm perg 36 II 4to,AM 392 I fol
Holm perg 36 II 4to,Holm perg 9 II fol
Holm perg 36 II 4to,Lbs frg 82
Holm perg 36 II 4to,NRA 53
Holm perg 36 II 4to,Lbs fragm 82
AM 392 I fol,Holm perg 9 II fol
AM 392 I fol,Lbs frg 82
AM 392 I fol,NRA 53
AM 392 I fol,Lbs fragm 82
Holm perg 9 II fol,Lbs frg 82
Holm perg 9 II fol,NRA 53
Holm perg 9 II fol,Lbs fragm 82
Lbs frg 82,NRA 53
Lbs frg 82,Lbs fragm 82
NRA 53,Lbs fragm 82
Holm perg 18 4to,Lbs frg 1
Holm perg 7 4to,Holm perg 18 4to
Holm perg 7 4to,AM 567 XIV beta 4to
Holm perg 18 4to,AM 567 XIV beta 4to
AM 47 fol,AM 45 fol
AM 47 fol,NRA 55 A
AM 47 fol,NRA 55 B
AM 47 fol,AM 325 VIII 5 b 4to
AM 45 fol,NRA 55 A
AM 45 fol,NRA 55 B
AM 45 fol,AM 325 VIII 5 b 4to
NRA 55 A,NRA 55 B
NRA 55 A,AM 325 VIII 5 b 4to
NRA 55 B,AM 325 VIII 5 b 4to
AM 696 XXIV 4to,AM 544 4to
AM 696 XXIV 4to,AM 619 4to
AM 696 XXIV 4to,AM 671 4to
AM 696 XXIV 4to,Holm perg 15 4to
AM 696 XXIV 4to,AM 114 a 4to
AM 696 XXIV 4to,AM 677 4to
AM 696 XXIV 4to,AM 237 a fol
AM 696 XXIV 4to,AM 686 b 4to
AM 696 XXIV 4to,AM 655 I 4to
AM 696 XXIV 4to,AM 655 XVIII 4to
AM 696 XXIV 4to,AM 686 c 4to
AM 696 XXIV 4to,AM 655 XI 4to
AM 696 XXIV 4to,AM 655 XX 4to
AM 696 XXIV 4to,AM 655 XXVII 4to
AM 544 4to,AM 619 4to
AM 544 4to,AM 671 4to
AM 544 4to,Holm perg 15 4to
AM 544 4to,AM 114 a 4to
AM 544 4to,AM 677 4to
AM 544 4to,AM 237 a fol
AM 544 4to,AM 686 b 4to
AM 544 4to,AM 655 I 4to
AM 544 4to,AM 655 XVIII 4to
AM 544 4to,AM 686 c 4to
AM 544 4to,AM 655 XI 4to
AM 544 4to,AM 655 XX 4to
AM 544 4to,AM 655 XXVII 4to
AM 619 4to,AM 671 4to
AM 619 4to,Holm perg 15 4to
AM 619 4to,AM 114 a 4to
AM 619 4to,AM 677 4to
AM 619 4to,AM 237 a fol
AM 619 4to,AM 686 b 4to
AM 619 4to,AM 655 I 4to
AM 619 4to,AM 655 XVIII 4to
AM 619 4to,AM 686 c 4to
AM 619 4to,AM 655 XI 4to
AM 619 4to,AM 655 XX 4to
AM 619 4to,AM 655 XXVII 4to
AM 671 4to,Holm perg 15 4to
AM 671 4to,AM 114 a 4to
AM 671 4to,AM 677 4to
AM 671 4to,AM 237 a fol
AM 671 4to,AM 686 b 4to
AM 671 4to,AM 655 I 4to
AM 671 4to,AM 655 XVIII 4to
AM 671 4to,AM 686 c 4to
AM 671 4to,AM 655 XI 4to
AM 671 4to,AM 655 XX 4to
AM 671 4to,AM 655 XXVII 4to
Holm perg 15 4to,AM 114 a 4to
Holm perg 15 4to,AM 677 4to
Holm perg 15 4to,AM 237 a fol
Holm perg 15 4to,AM 686 b 4to
Holm perg 15 4to,AM 655 I 4to
Holm perg 15 4to,AM 655 XVIII 4to
Holm perg 15 4to,AM 686 c 4to
Holm perg 15 4to,AM 655 XI 4to
Holm perg 15 4to,AM 655 XX 4to
Holm perg 15 4to,AM 655 XXVII 4to
AM 114 a 4to,AM 677 4to
AM 114 a 4to,AM 237 a fol
AM 114 a 4to,AM 686 b 4to
AM 114 a 4to,AM 655 I 4to
AM 114 a 4to,AM 655 XVIII 4to
AM 114 a 4to,AM 686 c 4to
AM 114 a 4to,AM 655 XI 4to
AM 114 a 4to,AM 655 XX 4to
AM 114 a 4to,AM 655 XXVII 4to
AM 677 4to,AM 237 a fol
AM 677 4to,AM 686 b 4to
AM 677 4to,AM 655 I 4to
AM 677 4to,AM 655 XVIII 4to
AM 677 4to,AM 686 c 4to
AM 677 4to,AM 655 XI 4to
AM 677 4to,AM 655 XX 4to
AM 677 4to,AM 655 XXVII 4to
AM 237 a fol,AM 686 b 4to
AM 237 a fol,AM 655 I 4to
AM 237 a fol,AM 655 XVIII 4to
AM 237 a fol,AM 686 c 4to
AM 237 a fol,AM 655 XI 4to
AM 237 a fol,AM 655 XX 4to
AM 237 a fol,AM 655 XXVII 4to
AM 686 b 4to,AM 655 I 4to
AM 686 b 4to,AM 655 XVIII 4to
AM 686 b 4to,AM 686 c 4to
AM 686 b 4to,AM 655 XI 4to
AM 686 b 4to,AM 655 XX 4to
AM 686 b 4to,AM 655 XXVII 4to
AM 655 I 4to,AM 655 XVIII 4to
AM 655 I 4to,AM 686 c 4to
AM 655 I 4to,AM 655 XI 4to
AM 655 I 4to,AM 655 XX 4to
AM 655 I 4to,AM 655 XXVII 4to
AM 655 XVIII 4to,AM 686 c 4to
AM 655 XVIII 4to,AM 655 XI 4to
AM 655 XVIII 4to,AM 655 XX 4to
AM 655 XVIII 4to,AM 655 XXVII 4to
AM 686 c 4to,AM 655 XI 4to
AM 686 c 4to,AM 655 XX 4to
AM 686 c 4to,AM 655 XXVII 4to
AM 655 XI 4to,AM 655 XX 4to
AM 655 XI 4to,AM 655 XXVII 4to
AM 655 XX 4to,AM 655 XXVII 4to
AM 645 4to,AM 652 4to
AM 645 4to,AM 656 I 4to
AM 645 4to,AM 655 XII-XIII 4to
AM 652 4to,AM 656 I 4to
AM 652 4to,AM 655 XII-XIII 4to
AM 656 I 4to,AM 655 XII-XIII 4to
NRA 73,GKS 1347 4to
Holm perg 7 4to,AM 291 4to
AM 625 4to,AM 237 b fol
AM 625 4to,AM 667 IX 4to
AM 237 b fol,AM 667 IX 4to
AM 234 fol,AM 221 fol
AM 234 fol,NRA 57
AM 221 fol,NRA 57
AM 623 4to,AM 652 4to
AM 623 4to,AM 656 I 4to
AM 623 4to,NRA 67
AM 623 4to,AM 655 XIV 4to
AM 623 4to,AM 656 I-II 4to
AM 652 4to,AM 656 I 4to
AM 652 4to,NRA 67
AM 652 4to,AM 655 XIV 4to
AM 652 4to,AM 656 I-II 4to
AM 656 I 4to,NRA 67
AM 656 I 4to,AM 655 XIV 4to
AM 656 I 4to,AM 656 I-II 4to
NRA 67,AM 655 XIV 4to
NRA 67,AM 656 I-II 4to
AM 655 XIV 4to,AM 656 I-II 4to
NRA 62,NRA 61
AM 625 4to,AM 415 4to
AM 655 XXVIII a 4to,AM 645 4to
AM 20 b I fol,AM 20 b II fol
AM 243 b alpha fol,NRA 58 A
AM 243 b alpha fol,NRA 58 C
AM 243 b alpha fol,NKS 235 g 4to
AM 243 b alpha fol,AM 1056 IX 4to
AM 243 b alpha fol,NRA 58 B
AM 243 b alpha fol,AM 655 XXVIII b 4to
AM 243 b alpha fol,AM 243 g fol
NRA 58 A,NRA 58 C
NRA 58 A,NKS 235 g 4to
NRA 58 A,AM 1056 IX 4to
NRA 58 A,NRA 58 B
NRA 58 A,AM 655 XXVIII b 4to
NRA 58 A,AM 243 g fol
NRA 58 C,NKS 235 g 4to
NRA 58 C,AM 1056 IX 4to
NRA 58 C,NRA 58 B
NRA 58 C,AM 655 XXVIII b 4to
NRA 58 C,AM 243 g fol
NKS 235 g 4to,AM 1056 IX 4to
NKS 235 g 4to,NRA 58 B
NKS 235 g 4to,AM 655 XXVIII b 4to
NKS 235 g 4to,AM 243 g fol
AM 1056 IX 4to,NRA 58 B
AM 1056 IX 4to,AM 655 XXVIII b 4to
AM 1056 IX 4to,AM 243 g fol
NRA 58 B,AM 655 XXVIII b 4to
NRA 58 B,AM 243 g fol
AM 655 XXVIII b 4to,AM 243 g fol
AM 238 XI fol,NRA 75
AM 162 E fol,AM 162 D 1 fol
AM 162 E fol,AM 162 D 2 fol
AM 162 D 1 fol,AM 162 D 2 fol
AM 645 4to,AM 655 XXXI 4to
AM 656 I 4to,AM 234 fol
AM 656 I 4to,AM 657 a-b 4to
AM 656 I 4to,Holm perg 1 8to
AM 656 I 4to,NRA 78
AM 656 I 4to,AM 240 XI fol
AM 656 I 4to,AM 240 II fol
AM 656 I 4to,AM 240 IV fol
AM 656 I 4to,AM 240 XII fol
AM 656 I 4to,AM 655 II 4to
AM 656 I 4to,AM 655 XIX 4to
AM 656 I 4to,AM 656 II 4to
AM 656 I 4to,AM 667 III 4to
AM 656 I 4to,AM 240 XIV fol
AM 656 I 4to,Lbs frg 3
AM 656 I 4to,NRA 79
AM 656 I 4to,AM 656 I-II 4to
AM 656 I 4to,Lbs fragm 3
AM 234 fol,AM 657 a-b 4to
AM 234 fol,Holm perg 1 8to
AM 234 fol,NRA 78
AM 234 fol,AM 240 XI fol
AM 234 fol,AM 240 II fol
AM 234 fol,AM 240 IV fol
AM 234 fol,AM 240 XII fol
AM 234 fol,AM 655 II 4to
AM 234 fol,AM 655 XIX 4to
AM 234 fol,AM 656 II 4to
AM 234 fol,AM 667 III 4to
AM 234 fol,AM 240 XIV fol
AM 234 fol,Lbs frg 3
AM 234 fol,NRA 79
AM 234 fol,AM 656 I-II 4to
AM 234 fol,Lbs fragm 3
AM 657 a-b 4to,Holm perg 1 8to
AM 657 a-b 4to,NRA 78
AM 657 a-b 4to,AM 240 XI fol
AM 657 a-b 4to,AM 240 II fol
AM 657 a-b 4to,AM 240 IV fol
AM 657 a-b 4to,AM 240 XII fol
AM 657 a-b 4to,AM 655 II 4to
AM 657 a-b 4to,AM 655 XIX 4to
AM 657 a-b 4to,AM 656 II 4to
AM 657 a-b 4to,AM 667 III 4to
AM 657 a-b 4to,AM 240 XIV fol
AM 657 a-b 4to,Lbs frg 3
AM 657 a-b 4to,NRA 79
AM 657 a-b 4to,AM 656 I-II 4to
AM 657 a-b 4to,Lbs fragm 3
Holm perg 1 8to,NRA 78
Holm perg 1 8to,AM 240 XI fol
Holm perg 1 8to,AM 240 II fol
Holm perg 1 8to,AM 240 IV fol
Holm perg 1 8to,AM 240 XII fol
Holm perg 1 8to,AM 655 II 4to
Holm perg 1 8to,AM 655 XIX 4to
Holm perg 1 8to,AM 656 II 4to
Holm perg 1 8to,AM 667 III 4to
Holm perg 1 8to,AM 240 XIV fol
Holm perg 1 8to,Lbs frg 3
Holm perg 1 8to,NRA 79
Holm perg 1 8to,AM 656 I-II 4to
Holm perg 1 8to,Lbs fragm 3
NRA 78,AM 240 XI fol
NRA 78,AM 240 II fol
NRA 78,AM 240 IV fol
NRA 78,AM 240 XII fol
NRA 78,AM 655 II 4to
NRA 78,AM 655 XIX 4to
NRA 78,AM 656 II 4to
NRA 78,AM 667 III 4to
NRA 78,AM 240 XIV fol
NRA 78,Lbs frg 3
NRA 78,NRA 79
NRA 78,AM 656 I-II 4to
NRA 78,Lbs fragm 3
AM 240 XI fol,AM 240 II fol
AM 240 XI fol,AM 240 IV fol
AM 240 XI fol,AM 240 XII fol
AM 240 XI fol,AM 655 II 4to
AM 240 XI fol,AM 655 XIX 4to
AM 240 XI fol,AM 656 II 4to
AM 240 XI fol,AM 667 III 4to
AM 240 XI fol,AM 240 XIV fol
AM 240 XI fol,Lbs frg 3
AM 240 XI fol,NRA 79
AM 240 XI fol,AM 656 I-II 4to
AM 240 XI fol,Lbs fragm 3
AM 240 II fol,AM 240 IV fol
AM 240 II fol,AM 240 XII fol
AM 240 II fol,AM 655 II 4to
AM 240 II fol,AM 655 XIX 4to
AM 240 II fol,AM 656 II 4to
AM 240 II fol,AM 667 III 4to
AM 240 II fol,AM 240 XIV fol
AM 240 II fol,Lbs frg 3
AM 240 II fol,NRA 79
AM 240 II fol,AM 656 I-II 4to
AM 240 II fol,Lbs fragm 3
AM 240 IV fol,AM 240 XII fol
AM 240 IV fol,AM 655 II 4to
AM 240 IV fol,AM 655 XIX 4to
AM 240 IV fol,AM 656 II 4to
AM 240 IV fol,AM 667 III 4to
AM 240 IV fol,AM 240 XIV fol
AM 240 IV fol,Lbs frg 3
AM 240 IV fol,NRA 79
AM 240 IV fol,AM 656 I-II 4to
AM 240 IV fol,Lbs fragm 3
AM 240 XII fol,AM 655 II 4to
AM 240 XII fol,AM 655 XIX 4to
AM 240 XII fol,AM 656 II 4to
AM 240 XII fol,AM 667 III 4to
AM 240 XII fol,AM 240 XIV fol
AM 240 XII fol,Lbs frg 3
AM 240 XII fol,NRA 79
AM 240 XII fol,AM 656 I-II 4to
AM 240 XII fol,Lbs fragm 3
AM 655 II 4to,AM 655 XIX 4to
AM 655 II 4to,AM 656 II 4to
AM 655 II 4to,AM 667 III 4to
AM 655 II 4to,AM 240 XIV fol
AM 655 II 4to,Lbs frg 3
AM 655 II 4to,NRA 79
AM 655 II 4to,AM 656 I-II 4to
AM 655 II 4to,Lbs fragm 3
AM 655 XIX 4to,AM 656 II 4to
AM 655 XIX 4to,AM 667 III 4to
AM 655 XIX 4to,AM 240 XIV fol
AM 655 XIX 4to,Lbs frg 3
AM 655 XIX 4to,NRA 79
AM 655 XIX 4to,AM 656 I-II 4to
AM 655 XIX 4to,Lbs fragm 3
AM 656 II 4to,AM 667 III 4to
AM 656 II 4to,AM 240 XIV fol
AM 656 II 4to,Lbs frg 3
AM 656 II 4to,NRA 79
AM 656 II 4to,AM 656 I-II 4to
AM 656 II 4to,Lbs fragm 3
AM 667 III 4to,AM 240 XIV fol
AM 667 III 4to,Lbs frg 3
AM 667 III 4to,NRA 79
AM 667 III 4to,AM 656 I-II 4to
AM 667 III 4to,Lbs fragm 3
AM 240 XIV fol,Lbs frg 3
AM 240 XIV fol,NRA 79
AM 240 XIV fol,AM 656 I-II 4to
AM 240 XIV fol,Lbs fragm 3
Lbs frg 3,NRA 79
Lbs frg 3,AM 656 I-II 4to
Lbs frg 3,Lbs fragm 3
NRA 79,AM 656 I-II 4to
NRA 79,Lbs fragm 3
AM 656 I-II 4to,Lbs fragm 3
AM 238 I fol,AM 655 XXXIII 4to
AM 645 4to,AM 652 4to
AM 645 4to,AM 656 I 4to
AM 645 4to,AM 655 XII-XIII 4to
AM 645 4to,AM 655 IX 4to
AM 652 4to,AM 656 I 4to
AM 652 4to,AM 655 XII-XIII 4to
AM 652 4to,AM 655 IX 4to
AM 656 I 4to,AM 655 XII-XIII 4to
AM 656 I 4to,AM 655 IX 4to
AM 655 XII-XIII 4to,AM 655 IX 4to
AM 238 X fol,AM 656 I-II 4to
AM 655 XXX 4to,AM 696 I 4to
AM 619 4to,AM 625 4to
AM 619 4to,Holm perg 15 4to
AM 625 4to,Holm perg 15 4to
NRA 69,AM 655 III 4to
AM 623 4to,AM 645 4to
AM 133 fol,AM 468 4to
AM 133 fol,AM 162 B beta fol
AM 133 fol,AM 162 B gamma fol
AM 133 fol,AM 162 B delta fol
AM 133 fol,AM 162 B zeta fol
AM 133 fol,AM 162 B eta fol
AM 133 fol,AM 162 B theta fol
AM 133 fol,AM 162 B kappa fol
AM 133 fol,GKS 2870 4to
AM 468 4to,AM 162 B beta fol
AM 468 4to,AM 162 B gamma fol
AM 468 4to,AM 162 B delta fol
AM 468 4to,AM 162 B zeta fol
AM 468 4to,AM 162 B eta fol
AM 468 4to,AM 162 B theta fol
AM 468 4to,AM 162 B kappa fol
AM 468 4to,GKS 2870 4to
AM 162 B beta fol,AM 162 B gamma fol
AM 162 B beta fol,AM 162 B delta fol
AM 162 B beta fol,AM 162 B zeta fol
AM 162 B beta fol,AM 162 B eta fol
AM 162 B beta fol,AM 162 B theta fol
AM 162 B beta fol,AM 162 B kappa fol
